FECHA (YYMMDD);HORA (HHMM);Precipitacion (mm);
250418;1600;0;
250418;1700;0;
250418;1800;0;
250418;1900;0;
250418;2000;0;
250418;2100;0;
250418;2200;0;
250418;2300;0;
250419;0000;0;
250419;0100;0;
250419;0200;0;
250419;0300;0;
250419;0400;0;
250419;0500;0;
250419;0600;0;
250419;0700;0;
250419;0800;0;
250419;0900;0;
250419;1000;0;
250419;1100;0;
250419;1200;0;
250419;1300;0;
250419;1400;0;
250419;1500;0;
250419;1600;0;
250419;1700;0;
250419;1800;0;
250419;1900;0;
250419;2000;0;
250419;2100;0;
250419;2200;0;
250419;2300;0;
250420;0000;0;
250420;0100;0;
250420;0200;0;
250420;0300;0;
250420;0400;0;
250420;0500;0;
250420;0600;0;
250420;0700;0;
250420;0800;0;
250420;0900;0;
250420;1000;0;
250420;1100;0;
250420;1200;0;
250420;1300;0;
250420;1400;0;
250420;1500;0;
250420;1600;0;
250420;1700;0;
250420;1800;0;
250420;1900;0;
250420;2000;0;
250420;2100;0;
250420;2200;0;
250420;2300;0;
250421;0000;0;
250421;0100;0;
250421;0200;0;
250421;0300;0;
250421;0400;0;
250421;0500;0;
250421;0600;0;
250421;0700;0;
250421;0800;0;
250421;0900;0;
250421;1000;1;
250421;1100;0;
250421;1200;0,5;
250421;1300;1,75;
250421;1400;0,5;
250421;1500;0;
250421;1600;0;
250421;1700;0;
250421;1800;0,25;
250421;1900;0,25;
250421;2000;0,5;
250421;2100;0,5;
250421;2200;0,5;
250421;2300;0,25;
250422;0000;0;
250422;0100;1;
250422;0200;1,25;
250422;0300;1,25;
250422;0400;1,5;
250422;0500;0,75;
250422;0600;0,5;
250422;0700;1;
250422;0800;0,5;
250422;0900;0,5;
250422;1000;1,5;
250422;1100;0,75;
250422;1200;5,75;
250422;1300;5,75;
250422;1400;4;
250422;1500;4,5;
250422;1600;3,25;
250422;1700;1,75;
250422;1800;0,75;
250422;1900;0,75;
250422;2000;0;
250422;2100;0;
250422;2200;0,25;
250422;2300;0;
250423;0000;0,25;
250423;0100;0;
250423;0200;0;
250423;0300;0;
250423;0400;0;
250423;0500;0;
250423;0600;0;
250423;0700;0;
250423;0800;0;
250423;0900;0;
250423;1000;0,25;
250423;1100;0;
250423;1200;0;
250423;1300;0;
250423;1400;0;
250423;1500;0;
250423;1600;0;
250423;1700;0;
250423;1800;0;
250423;1900;0,5;
250423;2000;0,25;
250423;2100;0,25;
250423;2200;1,75;
250423;2300;0;
250424;0000;0;
250424;0100;0;
250424;0200;0,25;
250424;0300;0;
250424;0400;0;
250424;0500;0;
250424;0600;0;
250424;0700;0,25;
250424;0800;0;
250424;0900;0;
250424;1000;0;
250424;1100;0,75;
250424;1200;0;
250424;1300;0;
250424;1400;0,25;
250424;1500;0,25;
250424;1600;0;
250424;1700;0,25;
250424;1800;1;
250424;1900;3,75;
250424;2000;9,5;
250424;2100;11;
250424;2200;7,5;
250424;2300;0,75;
250425;0000;0;
250425;0100;0;
250425;0200;0;
250425;0300;0;
250425;0400;0;
250425;0500;0;
250425;0600;0;
250425;0700;0;
250425;0800;0;
250425;0900;1,25;
250425;1000;0,25;
250425;1100;1;
250425;1200;0;
250425;1300;0,5;
250425;1400;0,75;
250425;1500;0,25;
250425;1600;0;
250425;1700;0;
250425;1800;0,5;
250425;1900;0;
250425;2000;0;
250425;2100;0;
250425;2200;0;
250425;2300;0;
250426;0000;0;
250426;0100;0;
250426;0200;0;
250426;0300;0;
250426;0400;0;
250426;0500;0;
250426;0600;0;
250426;0700;0;
250426;0800;0;
250426;0900;0;
250426;1000;0;
250426;1100;0;
250426;1200;0;
250426;1300;0;
250426;1400;0;
250426;1500;0;
250426;1600;0;
250426;1700;0;
250426;1800;0;
250426;1900;0;
250426;2000;0;
250426;2100;0;
250426;2200;0;
250426;2300;0;
250427;0000;0;
250427;0100;0;
250427;0200;0;
250427;0300;0;
250427;0400;0;
250427;0500;0;
250427;0600;0;
250427;0700;0;
250427;0800;0;
250427;0900;0;
250427;1000;0;
250427;1100;0;
250427;1200;0;
250427;1300;0;
250427;1400;0;
250427;1500;0;
250427;1600;0;
250427;1700;0;
250427;1800;0;
250427;1900;0;
250427;2000;0;
250427;2100;0;
250427;2200;0;
250427;2300;0;
250428;0000;0;
250428;0100;0;
250428;0200;0;
250428;0300;0;
250428;0400;0;
250428;0500;0;
250428;0600;0;
250428;0700;0;
250428;0800;0;
250428;0900;0;
250428;1000;0;
250428;1100;0;
250428;1200;0;
250428;1300;0;
250428;1400;0;
250428;1500;0;
250428;1600;0;
250428;1700;0;
250428;1800;0;
250428;1900;0;
250428;2000;0;
250428;2100;0;
250428;2200;0;
250428;2300;0;
250429;0000;0;
250429;0100;0;
250429;0200;0;
250429;0300;0;
250429;0400;0;
250429;0500;0;
250429;0600;0;
250429;0700;0;
250429;0800;0;
250429;0900;0;
250429;1000;0;
250429;1100;0;
250429;1200;0;
250429;1300;0;
250429;1400;0;
250429;1500;0;
250429;1600;0;
250429;1700;0;
250429;1800;0;
250429;1900;0;
250429;2000;0;
250429;2100;0;
250429;2200;0;
250429;2300;0;
250430;0000;0;
250430;0100;0;
250430;0200;0;
250430;0300;0;
250430;0400;0;
250430;0500;0;
250430;0600;0;
250430;0700;0;
250430;0800;0;
250430;0900;0;
250430;1000;0;
250430;1100;0;
250430;1200;0;
250430;1300;0;
250430;1400;0;
250430;1500;0;
250430;1600;0;
250430;1700;0;
250430;1800;0;
250430;1900;0;
250430;2000;0,5;
250430;2100;0;
250430;2200;0,75;
250430;2300;3;
250501;0000;1;
250501;0100;2,5;
250501;0200;1,5;
250501;0300;0,75;
250501;0400;0,5;
250501;0500;0,75;
250501;0600;0;
250501;0700;0;
250501;0800;0;
250501;0900;0;
250501;1000;0;
250501;1100;0;
250501;1200;0;
250501;1300;0;
250501;1400;0;
250501;1500;0;
250501;1600;0;
250501;1700;0;
250501;1800;0;
250501;1900;0;
250501;2000;0;
250501;2100;0;
250501;2200;0;
250501;2300;0;
250502;0000;0;
250502;0100;0;
250502;0200;0;
250502;0300;0;
250502;0400;0,25;
250502;0500;0,25;
250502;0600;0;
250502;0700;0;
250502;0800;0;
250502;0900;0;
250502;1000;0;
250502;1100;0;
250502;1200;0;
250502;1300;0;
250502;1400;0;
250502;1500;0;
250502;1600;0;
250502;1700;0;
250502;1800;0;
250502;1900;0;
250502;2000;0;
250502;2100;0;
250502;2200;0;
250502;2300;0;
250503;0000;0;
250503;0100;0;
250503;0200;0;
250503;0300;0;
250503;0400;0;
250503;0500;0;
250503;0600;0;
250503;0700;0;
250503;0800;0;
250503;0900;0;
250503;1000;0;
250503;1100;0;
250503;1200;0;
250503;1300;0;
250503;1400;1;
250503;1500;1,25;
250503;1600;2;
250503;1700;0,5;
250503;1800;0;
250503;1900;0;
250503;2000;0;
250503;2100;0;
250503;2200;0;
250503;2300;0;
250504;0000;0;
250504;0100;0;
250504;0200;0;
250504;0300;0;
250504;0400;0;
250504;0500;0;
250504;0600;0;
250504;0700;0;
250504;0800;0;
250504;0900;0;
250504;1000;0;
250504;1100;0;
250504;1200;0;
250504;1300;0;
250504;1400;0;
250504;1500;0;
250504;1600;0;
250504;1700;0;
250504;1800;0;
250504;1900;0;
250504;2000;0;
250504;2100;0;
250504;2200;0;
250504;2300;0;
250505;0000;0;
250505;0100;0;
250505;0200;0;
250505;0300;0;
250505;0400;0;
250505;0500;0;
250505;0600;0;
250505;0700;0;
250505;0800;0;
250505;0900;0;
250505;1000;0;
250505;1100;;
250505;1200;;
250505;1300;1;
250505;1400;0;
250505;1500;0;
250505;1600;0;
250505;1700;0;
250505;1800;0;
250505;1900;0;
250505;2000;0;
250505;2100;0;
250505;2200;0;
250505;2300;0;
250506;0000;0;
250506;0100;0;
250506;0200;0;
250506;0300;0;
250506;0400;0;
250506;0500;0;
250506;0600;0;
250506;0700;0;
250506;0800;0;
250506;0900;0;
250506;1000;0;
250506;1100;0;
250506;1200;0;
250506;1300;0;
250506;1400;0;
250506;1500;0;
250506;1600;0;
250506;1700;0;
250506;1800;0;
250506;1900;0;
250506;2000;0;
250506;2100;0;
250506;2200;0;
250506;2300;0;
250507;0000;0;
250507;0100;0;
250507;0200;0;
250507;0300;0;
250507;0400;0;
250507;0500;0;
250507;0600;0;
250507;0700;0;
250507;0800;0;
250507;0900;0;
250507;1000;0;
250507;1100;0;
250507;1200;0;
250507;1300;0;
250507;1400;0;
250507;1500;0;
250507;1600;0;
250507;1700;0;
250507;1800;0;
250507;1900;0;
250507;2000;0;
250507;2100;0;
250507;2200;0;
250507;2300;0;
250508;0000;0;
250508;0100;0;
250508;0200;0;
250508;0300;0;
250508;0400;0;
250508;0500;0;
250508;0600;0;
250508;0700;0;
250508;0800;0;
250508;0900;0;
250508;1000;0;
250508;1100;0;
250508;1200;0;
250508;1300;0;
250508;1400;;
250508;1500;0;
250508;1600;0;
250508;1700;0;
250508;1800;0;
250508;1900;0;
250508;2000;0;
250508;2100;0;
250508;2200;0;
250508;2300;0;
250509;0000;0;
250509;0100;0;
250509;0200;0;
250509;0300;0;
250509;0400;0;
250509;0500;0;
250509;0600;0;
250509;0700;0;
250509;0800;0;
250509;0900;0;
250509;1000;0;
250509;1100;0;
250509;1200;0;
250509;1300;0;
250509;1400;;
250509;1500;;
250509;1600;;
250509;1700;0;
250509;1800;0;
250509;1900;0;
250509;2000;0;
250509;2100;0;
250509;2200;0;
250509;2300;0;
250510;0000;0;
250510;0100;0;
250510;0200;0;
250510;0300;0;
250510;0400;0;
250510;0500;0;
250510;0600;0;
250510;0700;0;
250510;0800;0;
250510;0900;0;
250510;1000;0;
250510;1100;0;
250510;1200;0;
250510;1300;0;
250510;1400;0;
250510;1500;0;
250510;1600;0;
250510;1700;0;
250510;1800;0;
250510;1900;0;
250510;2000;0;
250510;2100;0;
250510;2200;0;
250510;2300;0;
250511;0000;0;
250511;0100;0;
250511;0200;0;
250511;0300;0;
250511;0400;0;
250511;0500;0;
250511;0600;0;
250511;0700;0;
250511;0800;0;
250511;0900;0;
250511;1000;0;
250511;1100;0;
250511;1200;0;
250511;1300;0;
250511;1400;0;
250511;1500;0;
250511;1600;0;
250511;1700;0;
250511;1800;0;
250511;1900;0;
250511;2000;0;
250511;2100;0;
250511;2200;0;
250511;2300;0;
250512;0000;0;
250512;0100;0;
250512;0200;0;
250512;0300;0;
250512;0400;0;
250512;0500;0;
250512;0600;0;
250512;0700;0;
250512;0800;0;
250512;0900;0;
250512;1000;0;
250512;1100;0;
250512;1200;0;
250512;1300;0;
250512;1400;0;
250512;1500;0;
250512;1600;0;
250512;1700;0;
250512;1800;0;
250512;1900;0;
250512;2000;0;
250512;2100;0;
250512;2200;0;
250512;2300;0;
250513;0000;0;
250513;0100;0;
250513;0200;0;
250513;0300;0;
250513;0400;0;
250513;0500;0;
250513;0600;0;
250513;0700;0;
250513;0800;0;
250513;0900;0;
250513;1000;0;
250513;1100;0;
250513;1200;0;
250513;1300;0;
250513;1400;0;
250513;1500;0;
250513;1600;0;
250513;1700;0;
250513;1800;0;
250513;1900;0;
250513;2000;0;
250513;2100;0;
250513;2200;0,25;
250513;2300;0;
250514;0000;0;
250514;0100;0,25;
250514;0200;0;
250514;0300;0;
250514;0400;0;
250514;0500;0;
250514;0600;0;
250514;0700;0;
250514;0800;0;
250514;0900;0;
250514;1000;0;
250514;1100;0;
250514;1200;0;
250514;1300;0;
250514;1400;0;
250514;1500;0;
250514;1600;0;
250514;1700;0;
250514;1800;0;
250514;1900;0;
250514;2000;0;
250514;2100;0;
250514;2200;0;
250514;2300;0;
250515;0000;0;
250515;0100;0;
250515;0200;0;
250515;0300;0;
250515;0400;0;
250515;0500;0;
250515;0600;0;
250515;0700;0;
250515;0800;0;
250515;0900;0;
250515;1000;0;
250515;1100;0;
250515;1200;0;
250515;1300;0;
250515;1400;0;
250515;1500;0;
250515;1600;0;
250515;1700;0;
250515;1800;0;
250515;1900;0;
250515;2000;0;
250515;2100;0;
250515;2200;0;
250515;2300;0;
250516;0000;0;
250516;0100;0;
250516;0200;0;
250516;0300;0;
250516;0400;0;
250516;0500;0;
250516;0600;0;
250516;0700;0;
250516;0800;0;
250516;0900;0;
250516;1000;0;
250516;1100;0;
250516;1200;0;
250516;1300;0;
250516;1400;0;
250516;1500;0;
250516;1600;0;
250516;1700;0,75;
250516;1800;0,25;
250516;1900;0;
250516;2000;0;
250516;2100;0;
250516;2200;0,25;
250516;2300;4,75;
250517;0000;1,25;
250517;0100;0,75;
250517;0200;2,75;
250517;0300;15,75;
250517;0400;9,75;
250517;0500;6;
250517;0600;7;
250517;0700;3;
250517;0800;1;
250517;0900;1,25;
250517;1000;0,25;
250517;1100;0;
250517;1200;0;
250517;1300;0;
250517;1400;0;
250517;1500;0;
250517;1600;0;
250517;1700;0;
250517;1800;0;
250517;1900;0;
250517;2000;0;
250517;2100;0;
250517;2200;0;
250517;2300;0;
250518;0000;0;
250518;0100;0;
250518;0200;0;
250518;0300;0;
250518;0400;0;
250518;0500;0;
250518;0600;0;
250518;0700;0;
250518;0800;0;
250518;0900;0;
250518;1000;0;
250518;1100;0;
250518;1200;0;
250518;1300;0;
250518;1400;0;
250518;1500;0;
250518;1600;0;
250518;1700;0;
250518;1800;0;
250518;1900;0;
250518;2000;0;
250518;2100;0;
250518;2200;0;
250518;2300;0;
250519;0000;0;
250519;0100;0;
250519;0200;0;
250519;0300;0;
250519;0400;0;
250519;0500;0;
250519;0600;0;
250519;0700;0;
250519;0800;0;
250519;0900;0;
250519;1000;0;
250519;1100;0;
250519;1200;0;
250519;1300;0;
250519;1400;0;
250519;1500;0;
250519;1600;0;
250519;1700;0;
250519;1800;0;
250519;1900;0;
250519;2000;0;
250519;2100;0;
250519;2200;0;
250519;2300;0;
250520;0000;0;
250520;0100;0;
250520;0200;0;
250520;0300;0;
250520;0400;0;
250520;0500;0;
250520;0600;0;
250520;0700;0;
250520;0800;0;
250520;0900;0;
250520;1000;0;
250520;1100;0;
250520;1200;0;
250520;1300;0;
250520;1400;0;
250520;1500;0;
250520;1600;0;
250520;1700;0;
250520;1800;0;
250520;1900;0;
250520;2000;0;
250520;2100;0;
250520;2200;0;
250520;2300;0;
250521;0000;0;
250521;0100;0;
250521;0200;0;
250521;0300;0;
250521;0400;0,25;
250521;0500;0,75;
250521;0600;0;
250521;0700;0;
250521;0800;0;
250521;0900;0;
250521;1000;0;
250521;1100;0;
250521;1200;0;
250521;1300;0;
250521;1400;0;
250521;1500;0;
250521;1600;0;
250521;1700;0;
250521;1800;0;
250521;1900;0;
250521;2000;0;
250521;2100;0;
250521;2200;0;
250521;2300;0;
250522;0000;0;
250522;0100;0;
250522;0200;0;
250522;0300;0;
250522;0400;0;
250522;0500;0;
250522;0600;0;
250522;0700;0;
250522;0800;0;
250522;0900;0;
250522;1000;0;
250522;1100;0;
250522;1200;0;
250522;1300;0;
250522;1400;0;
250522;1500;0;
250522;1600;0;
250522;1700;0;
250522;1800;0;
250522;1900;0;
250522;2000;0;
250522;2100;0;
250522;2200;0;
250522;2300;0;
250523;0000;0;
250523;0100;0;
250523;0200;0;
250523;0300;0;
250523;0400;0;
250523;0500;0;
250523;0600;0;
250523;0700;0;
250523;0800;0,25;
250523;0900;0,25;
250523;1000;1;
250523;1100;0,25;
250523;1200;0;
250523;1300;0;
250523;1400;0;
250523;1500;0;
250523;1600;0;
250523;1700;0;
250523;1800;0;
250523;1900;0;
250523;2000;0;
250523;2100;0;
250523;2200;0;
250523;2300;0;
250524;0000;0;
250524;0100;0;
250524;0200;0;
250524;0300;0;
250524;0400;0;
250524;0500;0;
250524;0600;0;
250524;0700;0;
250524;0800;0;
250524;0900;0;
250524;1000;0;
250524;1100;0;
250524;1200;0;
250524;1300;0;
250524;1400;0;
250524;1500;0;
250524;1600;0;
250524;1700;0;
250524;1800;0;
250524;1900;0;
250524;2000;0;
250524;2100;0;
250524;2200;0;
250524;2300;0;
250525;0000;0;
250525;0100;0;
250525;0200;0;
250525;0300;0;
250525;0400;0;
250525;0500;0;
250525;0600;0;
250525;0700;0;
250525;0800;0,25;
250525;0900;0,75;
250525;1000;5,5;
250525;1100;11,25;
250525;1200;1,25;
250525;1300;0;
250525;1400;0;
250525;1500;0;
250525;1600;0;
250525;1700;0;
250525;1800;0;
250525;1900;0,25;
250525;2000;0;
250525;2100;0;
250525;2200;0;
250525;2300;0;
250526;0000;0;
250526;0100;0;
250526;0200;0;
250526;0300;0;
250526;0400;0;
250526;0500;0;
250526;0600;0;
250526;0700;0;
250526;0800;0;
250526;0900;0;
250526;1000;0,5;
250526;1100;0;
250526;1200;0;
250526;1300;0;
250526;1400;0;
250526;1500;0;
250526;1600;0,25;
250526;1700;0,25;
250526;1800;0;
250526;1900;0;
250526;2000;0;
250526;2100;0;
250526;2200;0;
250526;2300;0;
250527;0000;0;
250527;0100;0;
250527;0200;0;
250527;0300;0;
250527;0400;0;
250527;0500;0;
250527;0600;0;
250527;0700;0;
250527;0800;0,25;
250527;0900;0;
250527;1000;0;
250527;1100;0;
250527;1200;0;
250527;1300;0;
250527;1400;0;
250527;1500;0;
250527;1600;0;
250527;1700;0;
250527;1800;0;
250527;1900;0;
250527;2000;0;
250527;2100;0;
250527;2200;0;
250527;2300;0;
250528;0000;0;
250528;0100;0;
250528;0200;0;
250528;0300;0;
250528;0400;0;
250528;0500;0;
250528;0600;0;
250528;0700;0;
250528;0800;0;
250528;0900;0;
250528;1000;0;
250528;1100;0;
250528;1200;0;
250528;1300;0;
250528;1400;0;
250528;1500;0;
250528;1600;0;
250528;1700;0;
250528;1800;0;
250528;1900;0;
250528;2000;0;
250528;2100;0;
250528;2200;0;
250528;2300;0;
250529;0000;0;
250529;0100;0;
250529;0200;0;
250529;0300;0;
250529;0400;0;
250529;0500;0;
250529;0600;0;
250529;0700;0;
250529;0800;0;
250529;0900;0;
250529;1000;0;
250529;1100;0;
250529;1200;0;
250529;1300;0;
250529;1400;0;
250529;1500;0;
250529;1600;0;
250529;1700;0;
250529;1800;0;
250529;1900;0;
250529;2000;0;
250529;2100;0;
250529;2200;0;
250529;2300;0;
250530;0000;0;
250530;0100;0;
250530;0200;0;
250530;0300;0;
250530;0400;0;
250530;0500;0;
250530;0600;0;
250530;0700;0;
250530;0800;0;
250530;0900;0;
250530;1000;0;
250530;1100;0;
250530;1200;0;
250530;1300;0;
250530;1400;0;
250530;1500;0;
250530;1600;0;
250530;1700;0;
250530;1800;0;
250530;1900;0;
250530;2000;0;
250530;2100;0;
250530;2200;0;
250530;2300;0;
250531;0000;0;
250531;0100;0;
250531;0200;0;
250531;0300;0;
250531;0400;0;
250531;0500;0;
250531;0600;0;
250531;0700;0;
250531;0800;0;
250531;0900;0;
250531;1000;0;
250531;1100;0;
250531;1200;0;
250531;1300;0;
250531;1400;0;
250531;1500;0;
250531;1600;0;
250531;1700;0;
250531;1800;0;
250531;1900;0;
250531;2000;0;
250531;2100;0;
250531;2200;0;
250531;2300;0;
250601;0000;0;
250601;0100;0;
250601;0200;0;
250601;0300;0;
250601;0400;0;
250601;0500;0;
250601;0600;0;
250601;0700;0;
250601;0800;0;
250601;0900;0;
250601;1000;0;
250601;1100;0;
250601;1200;0;
250601;1300;0;
250601;1400;0;
250601;1500;0;
250601;1600;0;
250601;1700;0;
250601;1800;0;
250601;1900;0;
250601;2000;0;
250601;2100;0;
250601;2200;0;
250601;2300;0;
250602;0000;0;
250602;0100;0;
250602;0200;0;
250602;0300;0;
250602;0400;0;
250602;0500;0;
250602;0600;0;
250602;0700;0;
250602;0800;0;
250602;0900;0;
250602;1000;0;
250602;1100;0;
250602;1200;0;
250602;1300;0;
250602;1400;0;
250602;1500;0;
250602;1600;0;
250602;1700;0;
250602;1800;0;
250602;1900;0;
250602;2000;0;
250602;2100;0;
250602;2200;0;
250602;2300;0;
250603;0000;0;
250603;0100;0;
250603;0200;0;
250603;0300;0;
250603;0400;0;
250603;0500;0;
250603;0600;0;
250603;0700;0;
250603;0800;0;
250603;0900;0;
250603;1000;0;
250603;1100;0;
250603;1200;0;
250603;1300;0;
250603;1400;0;
250603;1500;0;
250603;1600;0;
250603;1700;0;
250603;1800;0;
250603;1900;0;
250603;2000;0;
250603;2100;0;
250603;2200;0;
250603;2300;0;
250604;0000;0;
250604;0100;0;
250604;0200;0;
250604;0300;0;
250604;0400;0,25;
250604;0500;0;
250604;0600;0;
250604;0700;0;
250604;0800;0;
250604;0900;0;
250604;1000;0;
250604;1100;0;
250604;1200;0;
250604;1300;0;
250604;1400;0;
250604;1500;0;
250604;1600;0;
250604;1700;0;
250604;1800;0;
250604;1900;0;
250604;2000;0;
250604;2100;0;
250604;2200;0;
250604;2300;0;
250605;0000;0;
250605;0100;0;
250605;0200;0;
250605;0300;0;
250605;0400;0;
250605;0500;0;
250605;0600;0;
250605;0700;0;
250605;0800;0;
250605;0900;0;
250605;1000;0;
250605;1100;0;
250605;1200;0;
250605;1300;0;
250605;1400;0;
250605;1500;0;
250605;1600;0;
250605;1700;0;
250605;1800;0;
250605;1900;0;
250605;2000;0;
250605;2100;0;
250605;2200;0;
250605;2300;0;
250606;0000;0;
250606;0100;0;
250606;0200;0;
250606;0300;0;
250606;0400;0;
250606;0500;0;
250606;0600;0;
250606;0700;0;
250606;0800;0,25;
250606;0900;0;
250606;1000;0;
250606;1100;0;
250606;1200;0;
250606;1300;0;
250606;1400;0;
250606;1500;0;
250606;1600;0;
250606;1700;0;
250606;1800;0;
250606;1900;0;
250606;2000;0;
250606;2100;0;
250606;2200;0;
250606;2300;0;
250607;0000;0;
250607;0100;0;
250607;0200;0;
250607;0300;0;
250607;0400;0;
250607;0500;0;
250607;0600;0;
250607;0700;0;
250607;0800;0;
250607;0900;0;
250607;1000;0;
250607;1100;0;
250607;1200;0;
250607;1300;0;
250607;1400;0;
250607;1500;0;
250607;1600;0;
250607;1700;0;
250607;1800;0;
250607;1900;0;
250607;2000;0;
250607;2100;0;
250607;2200;0;
250607;2300;0;
250608;0000;0;
250608;0100;0;
250608;0200;0;
250608;0300;0;
250608;0400;0;
250608;0500;0;
250608;0600;0;
250608;0700;0;
250608;0800;0;
250608;0900;0,25;
250608;1000;0;
250608;1100;0;
250608;1200;0;
250608;1300;0;
250608;1400;0;
250608;1500;0;
250608;1600;0;
250608;1700;0;
250608;1800;0;
250608;1900;0;
250608;2000;0;
250608;2100;0;
250608;2200;0;
250608;2300;0;
250609;0000;0;
250609;0100;0;
250609;0200;0;
250609;0300;0;
250609;0400;0;
250609;0500;0;
250609;0600;0;
250609;0700;0;
250609;0800;0;
250609;0900;0;
250609;1000;0;
250609;1100;0;
250609;1200;0;
250609;1300;0;
250609;1400;0;
250609;1500;0;
250609;1600;0;
250609;1700;0;
250609;1800;0;
250609;1900;0;
250609;2000;0;
250609;2100;0;
250609;2200;0;
250609;2300;0;
250610;0000;0;
250610;0100;0;
250610;0200;0;
250610;0300;0;
250610;0400;0,25;
250610;0500;0;
250610;0600;0;
250610;0700;0;
250610;0800;0;
250610;0900;0;
250610;1000;0;
250610;1100;0;
250610;1200;0;
250610;1300;0;
250610;1400;0;
250610;1500;0;
250610;1600;0;
250610;1700;0;
250610;1800;0;
250610;1900;0;
250610;2000;0;
250610;2100;0;
250610;2200;0;
250610;2300;0;
250611;0000;0;
250611;0100;0;
250611;0200;0;
250611;0300;0;
250611;0400;0;
250611;0500;0;
250611;0600;0;
250611;0700;0;
250611;0800;0;
250611;0900;0;
250611;1000;0;
250611;1100;0;
250611;1200;0;
250611;1300;0;
250611;1400;0;
250611;1500;0;
250611;1600;0;
250611;1700;0;
250611;1800;0;
250611;1900;0;
250611;2000;4,25;
250611;2100;6,5;
250611;2200;3,5;
250611;2300;3,5;
250612;0000;3,5;
250612;0100;4;
250612;0200;2,75;
250612;0300;1,25;
250612;0400;2,25;
250612;0500;1,25;
250612;0600;1,25;
250612;0700;4,5;
250612;0800;5;
250612;0900;0,25;
250612;1000;0;
250612;1100;0,25;
250612;1200;0,25;
250612;1300;0;
250612;1400;0;
250612;1500;0;
250612;1600;0;
250612;1700;0;
250612;1800;0;
250612;1900;0;
250612;2000;0;
250612;2100;0;
250612;2200;0,25;
250612;2300;0;
250613;0000;0,5;
250613;0100;1,25;
250613;0200;0;
250613;0300;0;
250613;0400;0;
250613;0500;0;
250613;0600;0,25;
250613;0700;0;
250613;0800;0;
250613;0900;0;
250613;1000;0;
250613;1100;0;
250613;1200;0;
250613;1300;0;
250613;1400;0;
250613;1500;0;
250613;1600;0;
250613;1700;0;
250613;1800;0;
250613;1900;0;
250613;2000;0;
250613;2100;0;
250613;2200;0;
250613;2300;0;
250614;0000;0;
250614;0100;0;
250614;0200;0;
250614;0300;0;
250614;0400;0;
250614;0500;0;
250614;0600;0;
250614;0700;0,25;
250614;0800;0;
250614;0900;0;
250614;1000;0,25;
250614;1100;1,25;
250614;1200;1,25;
250614;1300;3,25;
250614;1400;3;
250614;1500;2,25;
250614;1600;0,75;
250614;1700;4,25;
250614;1800;2,25;
250614;1900;7,75;
250614;2000;7,5;
250614;2100;6,75;
250614;2200;6,25;
250614;2300;5,5;
250615;0000;5,25;
250615;0100;9,75;
250615;0200;17,75;
250615;0300;11;
250615;0400;3;
250615;0500;0,5;
250615;0600;0,25;
250615;0700;0;
250615;0800;0;
250615;0900;0;
250615;1000;1,25;
250615;1100;0;
250615;1200;0;
250615;1300;0;
250615;1400;0;
250615;1500;0;
250615;1600;0;
250615;1700;0;
250615;1800;0;
250615;1900;0;
250615;2000;0,5;
250615;2100;1,75;
250615;2200;0,75;
250615;2300;0;
250616;0000;0;
250616;0100;0,25;
250616;0200;0;
250616;0300;0;
250616;0400;0;
250616;0500;0;
250616;0600;0;
250616;0700;0;
250616;0800;0;
250616;0900;0;
250616;1000;0;
250616;1100;0;
250616;1200;0;
250616;1300;0;
250616;1400;0;
250616;1500;1;
250616;1600;4;
250616;1700;5,25;
250616;1800;2,5;
250616;1900;3,5;
250616;2000;0,5;
250616;2100;0,5;
250616;2200;1,5;
250616;2300;0,75;
250617;0000;0,75;
250617;0100;0,25;
250617;0200;0,25;
250617;0300;0;
250617;0400;0;
250617;0500;0;
250617;0600;0;
250617;0700;0;
250617;0800;0;
250617;0900;0;
250617;1000;0,25;
250617;1100;0;
250617;1200;0;
250617;1300;0;
250617;1400;0;
250617;1500;0;
250617;1600;0;
250617;1700;0;
250617;1800;0;
250617;1900;0;
250617;2000;0;
250617;2100;0;
250617;2200;0;
250617;2300;0;
250618;0000;0;
250618;0100;0;
250618;0200;0;
250618;0300;0;
250618;0400;0;
250618;0500;0;
250618;0600;0;
250618;0700;0;
250618;0800;0;
250618;0900;0;
250618;1000;0;
250618;1100;0;
250618;1200;0;
250618;1300;0;
250618;1400;0;
250618;1500;0;
250618;1600;0;
250618;1700;0;
250618;1800;0;
250618;1900;0;
250618;2000;0;
250618;2100;0;
250618;2200;0;
250618;2300;0;
250619;0000;0;
250619;0100;0;
250619;0200;0;
250619;0300;0;
250619;0400;0;
250619;0500;0;
250619;0600;0;
250619;0700;0;
250619;0800;0;
250619;0900;0;
250619;1000;0;
250619;1100;0;
250619;1200;0;
250619;1300;0;
250619;1400;0;
250619;1500;0;
250619;1600;0;
250619;1700;0;
250619;1800;0;
250619;1900;0;
250619;2000;0;
250619;2100;0;
250619;2200;0;
250619;2300;0;
250620;0000;0;
250620;0100;0;
250620;0200;0;
250620;0300;0,25;
250620;0400;0;
250620;0500;0;
250620;0600;0;
250620;0700;0;
250620;0800;0;
250620;0900;0;
250620;1000;0;
250620;1100;0;
250620;1200;0;
250620;1300;0;
250620;1400;0;
250620;1500;0;
250620;1600;0;
250620;1700;0;
250620;1800;0;
250620;1900;0;
250620;2000;0;
250620;2100;0;
250620;2200;0;
250620;2300;0;
