FECHA (YYMMDD);HORA (HHMM);Temperatura (°C);
250321;1400;25,4125;
250321;1500;25,09;
250321;1600;23,9275;
250321;1700;21,6075;
250321;1800;20,175;
250321;1900;18,7425;
250321;2000;17,6925;
250321;2100;16,9225;
250321;2200;15,8675;
250321;2300;14,7975;
250322;0000;14,2225;
250322;0100;13,5775;
250322;0200;12,915;
250322;0300;12,4825;
250322;0400;12,02;
250322;0500;11,7275;
250322;0600;12,295;
250322;0700;12,125;
250322;0800;12,7875;
250322;0900;15,7475;
250322;1000;18,89;
250322;1100;21,45;
250322;1200;22,875;
250322;1300;23,2675;
250322;1400;23,8875;
250322;1500;23,14;
250322;1600;22,6825;
250322;1700;22,305;
250322;1800;19;
250322;1900;16,505;
250322;2000;15,38;
250322;2100;14,1825;
250322;2200;14,6375;
250322;2300;14,0975;
250323;0000;12,6525;
250323;0100;11,6825;
250323;0200;10,9125;
250323;0300;10,2;
250323;0400;9,94;
250323;0500;9,63251;
250323;0600;11,0975;
250323;0700;15,0325;
250323;0800;17,0725;
250323;0900;19,68;
250323;1000;22,22;
250323;1100;23,53;
250323;1200;25,2275;
250323;1300;25,99;
250323;1400;26,39;
250323;1500;25,8125;
250323;1600;24,98;
250323;1700;23,75;
250323;1800;22,525;
250323;1900;21,3875;
250323;2000;19,91;
250323;2100;19,125;
250323;2200;18,57;
250323;2300;17,71;
250324;0000;17,21;
250324;0100;16,6525;
250324;0200;16,4075;
250324;0300;16,4025;
250324;0400;16,365;
250324;0500;15,7775;
250324;0600;15,0725;
250324;0700;14,0125;
250324;0800;15,3675;
250324;0900;19,5575;
250324;1000;21,825;
250324;1100;23,9875;
250324;1200;25,995;
250324;1300;26,8375;
250324;1400;25,385;
250324;1500;22,475;
250324;1600;21,3775;
250324;1700;19,3625;
250324;1800;16,7725;
250324;1900;15,3525;
250324;2000;14,5775;
250324;2100;14,065;
250324;2200;13,4925;
250324;2300;12,265;
250325;0000;11,8075;
250325;0100;11,2875;
250325;0200;10,7825;
250325;0300;10,2575;
250325;0400;9,87;
250325;0500;9,7175;
250325;0600;9,63;
250325;0700;10,6325;
250325;0800;13,15;
250325;0900;13,9775;
250325;1000;13,5225;
250325;1100;15,1775;
250325;1200;17,145;
250325;1300;18,335;
250325;1400;18,7175;
250325;1500;18,455;
250325;1600;17,4675;
250325;1700;16,76;
250325;1800;15,9625;
250325;1900;15,595;
250325;2000;15,155;
250325;2100;14,6475;
250325;2200;14,8375;
250325;2300;14,9625;
250326;0000;14,7125;
250326;0100;14,695;
250326;0200;14,64;
250326;0300;14,6325;
250326;0400;14,5275;
250326;0500;14,3425;
250326;0600;14,24;
250326;0700;14,5625;
250326;0800;15,475;
250326;0900;16,3225;
250326;1000;16,63;
250326;1100;18,2025;
250326;1200;19,7325;
250326;1300;20,555;
250326;1400;21,3525;
250326;1500;21,415;
250326;1600;20,9025;
250326;1700;19,2875;
250326;1800;17,575;
250326;1900;15,8875;
250326;2000;14,435;
250326;2100;13,5125;
250326;2200;12,955;
250326;2300;12,5725;
250327;0000;12,1025;
250327;0100;11,4075;
250327;0200;11,1275;
250327;0300;10,95;
250327;0400;11,355;
250327;0500;11,4125;
250327;0600;11,74;
250327;0700;12,3075;
250327;0800;13,32;
250327;0900;15,08;
250327;1000;16,59;
250327;1100;17,635;
250327;1200;18,685;
250327;1300;19,14;
250327;1400;18,2275;
250327;1500;17,545;
250327;1600;17,0925;
250327;1700;16,6375;
250327;1800;16,1425;
250327;1900;15,625;
250327;2000;15,4925;
250327;2100;15,535;
250327;2200;15,605;
250327;2300;15,6275;
250328;0000;15,5575;
250328;0100;15,58;
250328;0200;15,64;
250328;0300;15,645;
250328;0400;15,37;
250328;0500;15,0225;
250328;0600;14,34;
250328;0700;13,6625;
250328;0800;15,1;
250328;0900;16,6475;
250328;1000;19,31;
250328;1100;21,11;
250328;1200;20,5767;
250328;1300;20,61;
250328;1400;20,7225;
250328;1500;20,19;
250328;1600;20,9225;
250328;1700;20,315;
250328;1800;17,97;
250328;1900;15,74;
250328;2000;14,0475;
250328;2100;13,08;
250328;2200;12,825;
250328;2300;12,735;
250329;0000;12,6075;
250329;0100;12,3625;
250329;0200;12,3825;
250329;0300;12,275;
250329;0400;12,025;
250329;0500;12,37;
250329;0600;12,71;
250329;0700;12,765;
250329;0800;13,3075;
250329;0900;13,8125;
250329;1000;15,09;
250329;1100;16,31;
250329;1200;17,1375;
250329;1300;17,4225;
250329;1400;17,0575;
250329;1500;16,5625;
250329;1600;15,9325;
250329;1700;15,3075;
250329;1800;15,1;
250329;1900;14,185;
250329;2000;13,72;
250329;2100;13,705;
250329;2200;13,765;
250329;2300;13,85;
250330;0000;13,615;
250330;0100;13,1925;
250330;0200;12,1825;
250330;0300;11,8;
250330;0400;11,84;
250330;0500;11,6825;
250330;0600;11,33;
250330;0700;11,3625;
250330;0800;13,3725;
250330;0900;15,3;
250330;1000;15,7675;
250330;1100;16,5175;
250330;1200;16,8575;
250330;1300;18,0225;
250330;1400;18;
250330;1500;18,4975;
250330;1600;18,135;
250330;1700;16,8225;
250330;1800;15,11;
250330;1900;13,935;
250330;2000;13,5;
250330;2100;12,6;
250330;2200;11,2775;
250330;2300;10,525;
250331;0000;9,75999;
250331;0100;9,1825;
250331;0200;8,995;
250331;0300;8,5475;
250331;0400;8,2675;
250331;0500;8,1225;
250331;0600;7,84;
250331;0700;7,58075;
250331;0800;9,09502;
250331;0900;11,5325;
250331;1000;15,915;
250331;1100;17,59;
250331;1200;19,205;
250331;1300;20,565;
250331;1400;20,5475;
250331;1500;20,8475;
250331;1600;20,1875;
250331;1700;18,755;
250331;1800;16,545;
250331;1900;14,6525;
250331;2000;13,1225;
250331;2100;11,7225;
250331;2200;10,555;
250331;2300;9,7775;
250401;0000;8,89;
250401;0100;8,21625;
250401;0200;7,58525;
250401;0300;7,375;
250401;0400;8,2;
250401;0500;7,8065;
250401;0600;7,46325;
250401;0700;7,03175;
250401;0800;7,16725;
250401;0900;7,95425;
250401;1000;12,2225;
250401;1100;16,24;
250401;1200;17,825;
250401;1300;18,77;
250401;1400;19,9725;
250401;1500;20,24;
250401;1600;19,7375;
250401;1700;18,2875;
250401;1800;15,6575;
250401;1900;14,0375;
250401;2000;12,905;
250401;2100;11,785;
250401;2200;10,89;
250401;2300;10,1975;
250402;0000;9,7075;
250402;0100;9,32001;
250402;0200;8,735;
250402;0300;8,4825;
250402;0400;8,15025;
250402;0500;7,971;
250402;0600;7,817;
250402;0700;8,21249;
250402;0800;9,1075;
250402;0900;10,87;
250402;1000;12,8725;
250402;1100;15,7325;
250402;1200;17,47;
250402;1300;18,1825;
250402;1400;18,2775;
250402;1500;17,675;
250402;1600;16,9525;
250402;1700;16,0025;
250402;1800;14,9825;
250402;1900;14,52;
250402;2000;14,4575;
250402;2100;14,475;
250402;2200;14,225;
250402;2300;14,1675;
250403;0000;13,71;
250403;0100;12,745;
250403;0200;12,1675;
250403;0300;11,7;
250403;0400;11,385;
250403;0500;11,08;
250403;0600;10,9775;
250403;0700;10,93;
250403;0800;12,3425;
250403;0900;14,9425;
250403;1000;17,2925;
250403;1100;20,3025;
250403;1200;22,6075;
250403;1300;24,4625;
250403;1400;25,81;
250403;1500;27,03;
250403;1600;26,41;
250403;1700;25,315;
250403;1800;21,865;
250403;1900;18,27;
250403;2000;16,05;
250403;2100;14,695;
250403;2200;14,4675;
250403;2300;15,46;
250404;0000;14,525;
250404;0100;15,0675;
250404;0200;15,0875;
250404;0300;14,3825;
250404;0400;13,6675;
250404;0500;13,4925;
250404;0600;12,5175;
250404;0700;11,57;
250404;0800;13,105;
250404;0900;15,185;
250404;1000;18,385;
250404;1100;21,645;
250404;1200;23,555;
250404;1300;25,8025;
250404;1400;27,4275;
250404;1500;23,355;
250404;1600;22,2925;
250404;1700;20,3675;
250404;1800;17,9525;
250404;1900;14,5475;
250404;2000;13,0625;
250404;2100;12,885;
250404;2200;13,12;
250404;2300;12,945;
250405;0000;12,5125;
250405;0100;12,825;
250405;0200;13,31;
250405;0300;13,5;
250405;0400;13,71;
250405;0500;13,815;
250405;0600;13,9325;
250405;0700;14,025;
250405;0800;14,365;
250405;0900;14,855;
250405;1000;15,8575;
250405;1100;16,415;
250405;1200;17,33;
250405;1300;18,375;
250405;1400;18,7025;
250405;1500;18,625;
250405;1600;17,5125;
250405;1700;16,4525;
250405;1800;15,3525;
250405;1900;14,8125;
250405;2000;14,885;
250405;2100;14,945;
250405;2200;14,83;
250405;2300;14,035;
250406;0000;13,825;
250406;0100;13,5925;
250406;0200;13,3875;
250406;0300;13,1325;
250406;0400;12,7025;
250406;0500;12,5925;
250406;0600;12,7375;
250406;0700;13,0725;
250406;0800;13,5425;
250406;0900;14,5575;
250406;1000;15,6175;
250406;1100;16,375;
250406;1200;16,8125;
250406;1300;17,0475;
250406;1400;17,9425;
250406;1500;17,9975;
250406;1600;17,89;
250406;1700;17,03;
250406;1800;15,24;
250406;1900;13,835;
250406;2000;12,8075;
250406;2100;11,9225;
250406;2200;11,4475;
250406;2300;10,875;
250407;0000;10,65;
250407;0100;10,28;
250407;0200;10,025;
250407;0300;10,07;
250407;0400;9,6825;
250407;0500;9,52251;
250407;0600;9,03;
250407;0700;9,10001;
250407;0800;9,7525;
250407;0900;11,0775;
250407;1000;14,475;
250407;1100;17,85;
250407;1200;20,72;
250407;1300;21,9625;
250407;1400;23,84;
250407;1500;22,955;
250407;1600;23,21;
250407;1700;21,715;
250407;1800;18,7075;
250407;1900;16,49;
250407;2000;15,4375;
250407;2100;14,5625;
250407;2200;13,72;
250407;2300;13,045;
250408;0000;12,63;
250408;0100;12,29;
250408;0200;12,48;
250408;0300;12,925;
250408;0400;12,7925;
250408;0500;12,4925;
250408;0600;12,4275;
250408;0700;12,0375;
250408;0800;11,9625;
250408;0900;12,155;
250408;1000;13,55;
250408;1100;15,95;
250408;1200;17,6875;
250408;1300;19,0225;
250408;1400;19,325;
250408;1500;17,715;
250408;1600;16,39;
250408;1700;16,4825;
250408;1800;15,79;
250408;1900;14,97;
250408;2000;14,8925;
250408;2100;13,8275;
250408;2200;13,1975;
250408;2300;12,8875;
250409;0000;12,875;
250409;0100;13,01;
250409;0200;12,485;
250409;0300;12,1475;
250409;0400;11,5725;
250409;0500;11,055;
250409;0600;10,575;
250409;0700;10,54;
250409;0800;11,6375;
250409;0900;13,2325;
250409;1000;14,7725;
250409;1100;15,8625;
250409;1200;17,2975;
250409;1300;17,74;
250409;1400;18,01;
250409;1500;18,74;
250409;1600;18,46;
250409;1700;16,5775;
250409;1800;15,83;
250409;1900;15,645;
250409;2000;14,8275;
250409;2100;14,5775;
250409;2200;14,305;
250409;2300;14,0825;
250410;0000;14,2225;
250410;0100;14,36;
250410;0200;14,3775;
250410;0300;13,785;
250410;0400;13,4575;
250410;0500;13,41;
250410;0600;13,3925;
250410;0700;13,29;
250410;0800;13,3875;
250410;0900;14,28;
250410;1000;14,885;
250410;1100;15,8675;
250410;1200;16,2775;
250410;1300;16,67;
250410;1400;16,8425;
250410;1500;16,8875;
250410;1600;16,6825;
250410;1700;15,725;
250410;1800;13,4475;
250410;1900;11,5925;
250410;2000;11,1725;
250410;2100;11,085;
250410;2200;10,4625;
250410;2300;9,7225;
250411;0000;8,9075;
250411;0100;8,89999;
250411;0200;8,8325;
250411;0300;8,10925;
250411;0400;7,72275;
250411;0500;7,38525;
250411;0600;7,12875;
250411;0700;7,1025;
250411;0800;7,26975;
250411;0900;9,0175;
250411;1000;12,465;
250411;1100;16,77;
250411;1200;17,825;
250411;1300;17,1033;
250411;1400;17,4725;
250411;1500;16,665;
250411;1600;16,5725;
250411;1700;15,9225;
250411;1800;14,025;
250411;1900;13,17;
250411;2000;13,375;
250411;2100;12,7675;
250411;2200;12,0625;
250411;2300;10,97;
250412;0000;10,245;
250412;0100;9,66499;
250412;0200;9,27998;
250412;0300;9,045;
250412;0400;8,53999;
250412;0500;8,24251;
250412;0600;7,8655;
250412;0700;7,6815;
250412;0800;8,519;
250412;0900;11,6075;
250412;1000;15,155;
250412;1100;16,7475;
250412;1200;18,115;
250412;1300;19,675;
250412;1400;20,8725;
250412;1500;20,075;
250412;1600;20,08;
250412;1700;19,065;
250412;1800;15,91;
250412;1900;14,48;
250412;2000;12,5875;
250412;2100;11,37;
250412;2200;10,4425;
250412;2300;9,93001;
250413;0000;9,10249;
250413;0100;8,75;
250413;0200;8,4225;
250413;0300;7,95075;
250413;0400;7,4735;
250413;0500;7,4615;
250413;0600;7,13325;
250413;0700;6,98775;
250413;0800;7,22875;
250413;0900;8,9525;
250413;1000;11,4575;
250413;1100;13,96;
250413;1200;15,765;
250413;1300;16,51;
250413;1400;16,87;
250413;1500;16,5275;
250413;1600;15,955;
250413;1700;15,12;
250413;1800;14,465;
250413;1900;13,275;
250413;2000;12,3525;
250413;2100;12,1325;
250413;2200;11,4225;
250413;2300;11,185;
250414;0000;11,6025;
250414;0100;11,9375;
250414;0200;12,4875;
250414;0300;12,6375;
250414;0400;12,225;
250414;0500;12,02;
250414;0600;11,9175;
250414;0700;12,0425;
250414;0800;12,52;
250414;0900;13,1225;
250414;1000;13,4625;
250414;1100;13,795;
250414;1200;14,585;
250414;1300;15,63;
250414;1400;15,8175;
250414;1500;16,115;
250414;1600;15,5875;
250414;1700;15,3275;
250414;1800;14,45;
250414;1900;14,31;
250414;2000;13,9725;
250414;2100;13,57;
250414;2200;13,1875;
250414;2300;12,175;
250415;0000;11,665;
250415;0100;11,4725;
250415;0200;11,9625;
250415;0300;12,0375;
250415;0400;11,9225;
250415;0500;11,85;
250415;0600;11,765;
250415;0700;11,3825;
250415;0800;10,8975;
250415;0900;11,3325;
250415;1000;12,765;
250415;1100;14,3575;
250415;1200;16,1025;
250415;1300;17,2175;
250415;1400;17,7625;
250415;1500;18,535;
250415;1600;17,305;
250415;1700;16,63;
250415;1800;14,1275;
250415;1900;12,745;
250415;2000;11,96;
250415;2100;11,2;
250415;2200;10,665;
250415;2300;10,4525;
250416;0000;10,2525;
250416;0100;10,7125;
250416;0200;10,57;
250416;0300;10,4925;
250416;0400;10,4;
250416;0500;10,3025;
250416;0600;10,275;
250416;0700;10,2275;
250416;0800;10,64;
250416;0900;11,325;
250416;1000;11,725;
250416;1100;12,425;
250416;1200;13,0825;
250416;1300;14,2575;
250416;1400;16,31;
250416;1500;17,1775;
250416;1600;16,5275;
250416;1700;15,5975;
250416;1800;15,0225;
250416;1900;14,335;
250416;2000;14,0225;
250416;2100;13,5925;
250416;2200;13,2575;
250416;2300;12,475;
250417;0000;12,9525;
250417;0100;13,2825;
250417;0200;12,7525;
250417;0300;11,895;
250417;0400;11,29;
250417;0500;10,54;
250417;0600;10,045;
250417;0700;9,5275;
250417;0800;9,77;
250417;0900;11,0325;
250417;1000;14,0775;
250417;1100;17,3475;
250417;1200;18,83;
250417;1300;19,3925;
250417;1400;19,86;
250417;1500;19,58;
250417;1600;18,88;
250417;1700;18,33;
250417;1800;16,56;
250417;1900;15,2;
250417;2000;14,26;
250417;2100;13,675;
250417;2200;12,8775;
250417;2300;12,6;
250418;0000;12,24;
250418;0100;11,99;
250418;0200;11,8075;
250418;0300;10,96;
250418;0400;10,37;
250418;0500;8,905;
250418;0600;8,19325;
250418;0700;6,78875;
250418;0800;8,71475;
250418;0900;11,365;
250418;1000;14,3275;
250418;1100;15,7175;
250418;1200;19,4475;
250418;1300;21,3875;
250418;1400;21,81;
250418;1500;22,395;
250418;1600;22,2175;
250418;1700;18,2725;
250418;1800;14,4775;
250418;1900;12,7;
250418;2000;12,035;
250418;2100;11,76;
250418;2200;10,985;
250418;2300;10,5225;
250419;0000;9,8;
250419;0100;9,06;
250419;0200;8,41499;
250419;0300;8,2975;
250419;0400;7,8525;
250419;0500;7,8975;
250419;0600;7,9285;
250419;0700;7,7135;
250419;0800;8,3985;
250419;0900;9,97;
250419;1000;13,3925;
250419;1100;16,765;
250419;1200;19,78;
250419;1300;19,91;
250419;1400;19,2225;
250419;1500;18,8725;
250419;1600;18,2925;
250419;1700;17,24;
250419;1800;14,87;
250419;1900;13,74;
250419;2000;12,45;
250419;2100;11,23;
250419;2200;10,705;
250419;2300;10,0275;
250420;0000;9,5475;
250420;0100;9,215;
250420;0200;9,60249;
250420;0300;9,255;
250420;0400;9,0325;
250420;0500;8,7825;
250420;0600;8,41425;
250420;0700;8,22775;
250420;0800;8,735;
250420;0900;9,16;
250420;1000;10,2425;
250420;1100;12,2125;
250420;1200;14,9375;
250420;1300;14,7225;
250420;1400;13,7225;
250420;1500;13,6175;
250420;1600;13,9175;
250420;1700;13,31;
250420;1800;12,585;
250420;1900;12,395;
250420;2000;12,015;
250420;2100;12,0675;
250420;2200;12,125;
250420;2300;12,0675;
250421;0000;12,1475;
250421;0100;12,155;
250421;0200;12,2725;
250421;0300;12,28;
250421;0400;12,3625;
250421;0500;12,3425;
250421;0600;12,375;
250421;0700;12,4375;
250421;0800;12,705;
250421;0900;13,345;
250421;1000;13,89;
250421;1100;14,6225;
250421;1200;15,1125;
250421;1300;13,93;
250421;1400;13,81;
250421;1500;14,015;
250421;1600;14,0975;
250421;1700;14,1675;
250421;1800;14,2775;
250421;1900;14,3875;
250421;2000;14,5;
250421;2100;14,6;
250421;2200;14,8975;
250421;2300;14,9;
250422;0000;14,935;
250422;0100;15,015;
250422;0200;14,955;
250422;0300;14,95;
250422;0400;14,9225;
250422;0500;14,9575;
250422;0600;14,99;
250422;0700;14,9175;
250422;0800;14,9025;
250422;0900;14,9125;
250422;1000;15,36;
250422;1100;15,4125;
250422;1200;15,4275;
250422;1300;15,61;
250422;1400;15,78;
250422;1500;15,825;
250422;1600;15,925;
250422;1700;15,9125;
250422;1800;15,9375;
250422;1900;15,8025;
250422;2000;15,585;
250422;2100;15,445;
250422;2200;15,325;
250422;2300;15,27;
250423;0000;15,275;
250423;0100;15,4125;
250423;0200;15,44;
250423;0300;15,445;
250423;0400;15,5075;
250423;0500;15,55;
250423;0600;15,5475;
250423;0700;15,535;
250423;0800;15,6425;
250423;0900;16,11;
250423;1000;16,5125;
250423;1100;17,145;
250423;1200;18,4175;
250423;1300;19,2675;
250423;1400;19,58;
250423;1500;19,2975;
250423;1600;18,5525;
250423;1700;18,37;
250423;1800;17,8875;
250423;1900;16,8425;
250423;2000;16,135;
250423;2100;15,88;
250423;2200;15,6875;
250423;2300;15,7675;
250424;0000;15,805;
250424;0100;15,55;
250424;0200;15,3325;
250424;0300;15,2425;
250424;0400;15,2175;
250424;0500;15;
250424;0600;14,8475;
250424;0700;14,915;
250424;0800;15,095;
250424;0900;15,275;
250424;1000;15,8775;
250424;1100;15,76;
250424;1200;15,3725;
250424;1300;15,12;
250424;1400;15,165;
250424;1500;14,9925;
250424;1600;14,935;
250424;1700;14,9575;
250424;1800;14,8925;
250424;1900;14,295;
250424;2000;13,7825;
250424;2100;13,77;
250424;2200;13,7975;
250424;2300;13,6175;
250425;0000;13,085;
250425;0100;13,525;
250425;0200;13,53;
250425;0300;13,63;
250425;0400;13,51;
250425;0500;12,7125;
250425;0600;12,2;
250425;0700;12,2225;
250425;0800;12,7925;
250425;0900;13,7275;
250425;1000;14,155;
250425;1100;13,5275;
250425;1200;14,18;
250425;1300;14,5825;
250425;1400;14,74;
250425;1500;15,2475;
250425;1600;15,305;
250425;1700;14,2175;
250425;1800;11,485;
250425;1900;10,6175;
250425;2000;10,205;
250425;2100;9,33501;
250425;2200;8,94749;
250425;2300;8,60001;
250426;0000;8,32249;
250426;0100;8,2075;
250426;0200;7,97375;
250426;0300;7,8135;
250426;0400;7,53;
250426;0500;6,67325;
250426;0600;6,5125;
250426;0700;6,10025;
250426;0800;6,73725;
250426;0900;8,09724;
250426;1000;10,6275;
250426;1100;13,1225;
250426;1200;16,03;
250426;1300;17,2725;
250426;1400;17,3525;
250426;1500;17,4975;
250426;1600;17,085;
250426;1700;15,425;
250426;1800;14,025;
250426;1900;13,29;
250426;2000;11,705;
250426;2100;10,81;
250426;2200;9,9375;
250426;2300;9,23;
250427;0000;9,205;
250427;0100;8,88251;
250427;0200;8,565;
250427;0300;8,2625;
250427;0400;7,893;
250427;0500;7,85375;
250427;0600;7,43975;
250427;0700;7,57075;
250427;0800;8,19749;
250427;0900;9,88251;
250427;1000;13,0875;
250427;1100;16,365;
250427;1200;18,01;
250427;1300;19,3275;
250427;1400;20,9725;
250427;1500;20,975;
250427;1600;20,7325;
250427;1700;18,51;
250427;1800;15,6975;
250427;1900;14,4675;
250427;2000;13,455;
250427;2100;12,9725;
250427;2200;12,335;
250427;2300;11,215;
250428;0000;10,285;
250428;0100;10,15;
250428;0200;9,0825;
250428;0300;8,995;
250428;0400;8,6075;
250428;0500;8,3175;
250428;0600;8,01775;
250428;0700;7,72125;
250428;0800;8,4855;
250428;0900;10,9125;
250428;1000;12,6275;
250428;1100;15,4925;
250428;1200;16,615;
250428;1300;18,335;
250428;1400;19,9975;
250428;1500;20,6125;
250428;1600;19,7325;
250428;1700;17,4825;
250428;1800;14,7775;
250428;1900;13,6;
250428;2000;12,3775;
250428;2100;11,4575;
250428;2200;10,82;
250428;2300;10,33;
250429;0000;9,8425;
250429;0100;9,8625;
250429;0200;10,0125;
250429;0300;10,1225;
250429;0400;10,3475;
250429;0500;10,2725;
250429;0600;10,0325;
250429;0700;9,9825;
250429;0800;10,13;
250429;0900;10,145;
250429;1000;10,5775;
250429;1100;10,99;
250429;1200;11,3625;
250429;1300;11,775;
250429;1400;11,8725;
250429;1500;12,51;
250429;1600;13,1925;
250429;1700;12,04;
250429;1800;10,715;
250429;1900;9,5975;
250429;2000;9,13;
250429;2100;8,6375;
250429;2200;8,4075;
250429;2300;8,03725;
250430;0000;7,773;
250430;0100;7,6215;
250430;0200;7,19125;
250430;0300;7,3215;
250430;0400;7,30425;
250430;0500;7,207;
250430;0600;7,58725;
250430;0700;7,975;
250430;0800;8,3075;
250430;0900;9,24251;
250430;1000;11,025;
250430;1100;11,6025;
250430;1200;13,43;
250430;1300;14,2925;
250430;1400;14,735;
250430;1500;14,5925;
250430;1600;14,2275;
250430;1700;14,135;
250430;1800;13,5925;
250430;1900;13,695;
250430;2000;13,6075;
250430;2100;13,3975;
250430;2200;12,9475;
250430;2300;11,74;
250501;0000;11,4175;
250501;0100;11,52;
250501;0200;11,6675;
250501;0300;11,69;
250501;0400;11,34;
250501;0500;11,02;
250501;0600;10,7125;
250501;0700;10,405;
250501;0800;10,8225;
250501;0900;11,955;
250501;1000;13,865;
250501;1100;15,2;
250501;1200;14,8875;
250501;1300;15,1475;
250501;1400;15,38;
250501;1500;14,9775;
250501;1600;15,28;
250501;1700;13,5125;
250501;1800;11,5875;
250501;1900;10,5175;
250501;2000;9,77251;
250501;2100;9,1575;
250501;2200;8,6375;
250501;2300;8,56;
250502;0000;8,0175;
250502;0100;7,87925;
250502;0200;7,6075;
250502;0300;7,31925;
250502;0400;7,159;
250502;0500;7,14;
250502;0600;6,72375;
250502;0700;6,0665;
250502;0800;6,0005;
250502;0900;7,055;
250502;1000;9,33;
250502;1100;12,4125;
250502;1200;14,19;
250502;1300;16,25;
250502;1400;16,73;
250502;1500;16,835;
250502;1600;15,63;
250502;1700;14,1825;
250502;1800;12,3325;
250502;1900;12,515;
250502;2000;11,7825;
250502;2100;10,8475;
250502;2200;10,4975;
250502;2300;9,7775;
250503;0000;9,41499;
250503;0100;9,2325;
250503;0200;8,85249;
250503;0300;8,74001;
250503;0400;8,7025;
250503;0500;8,675;
250503;0600;8,71001;
250503;0700;8,69501;
250503;0800;9,2525;
250503;0900;10,8375;
250503;1000;12,8325;
250503;1100;13,385;
250503;1200;14,13;
250503;1300;14,315;
250503;1400;13,8275;
250503;1500;13,2975;
250503;1600;13,035;
250503;1700;13,4025;
250503;1800;13,9175;
250503;1900;13,725;
250503;2000;13,4325;
250503;2100;13,5075;
250503;2200;12,7875;
250503;2300;12,02;
250504;0000;12,2425;
250504;0100;12,2375;
250504;0200;11,7675;
250504;0300;11,195;
250504;0400;10,5975;
250504;0500;9,90001;
250504;0600;9,6675;
250504;0700;9,38;
250504;0800;10,02;
250504;0900;11,6;
250504;1000;12,225;
250504;1100;14,0825;
250504;1200;15,38;
250504;1300;16,115;
250504;1400;16,6;
250504;1500;17,6425;
250504;1600;16,015;
250504;1700;14,2825;
250504;1800;12,67;
250504;1900;12,05;
250504;2000;11,28;
250504;2100;10,155;
250504;2200;8,86501;
250504;2300;8,076;
250505;0000;7,1445;
250505;0100;6,9345;
250505;0200;6,37775;
250505;0300;6,0395;
250505;0400;5,76975;
250505;0500;5,386;
250505;0600;4,9295;
250505;0700;4,752;
250505;0800;4,7945;
250505;0900;5,43675;
250505;1000;6,937;
250505;1100;;
250505;1200;;
250505;1300;15,31;
250505;1400;15,685;
250505;1500;15,7975;
250505;1600;14,8525;
250505;1700;13,635;
250505;1800;10,8675;
250505;1900;10,0425;
250505;2000;9,715;
250505;2100;9,27;
250505;2200;8,89999;
250505;2300;8,61501;
250506;0000;8,55251;
250506;0100;8,295;
250506;0200;8,24251;
250506;0300;7,6435;
250506;0400;7,9045;
250506;0500;8,0625;
250506;0600;8,41;
250506;0700;9,02;
250506;0800;11,0325;
250506;0900;11,58;
250506;1000;11,93;
250506;1100;12,53;
250506;1200;12,7075;
250506;1300;12,8375;
250506;1400;13,1025;
250506;1500;13,2725;
250506;1600;13,0975;
250506;1700;12,9325;
250506;1800;12,655;
250506;1900;12,555;
250506;2000;12,7325;
250506;2100;12,8125;
250506;2200;12,7725;
250506;2300;12,7733;
250507;0000;12,7525;
250507;0100;12,73;
250507;0200;12,6967;
250507;0300;12,7;
250507;0400;12,675;
250507;0500;12,625;
250507;0600;12,635;
250507;0700;12,585;
250507;0800;12,615;
250507;0900;12,6025;
250507;1000;12,5875;
250507;1100;12,28;
250507;1200;12,67;
250507;1300;13,1575;
250507;1400;13,055;
250507;1500;12,5;
250507;1600;12,815;
250507;1700;12,395;
250507;1800;11,715;
250507;1900;10,78;
250507;2000;10,6875;
250507;2100;10,315;
250507;2200;10,1525;
250507;2300;10,2175;
250508;0000;10,2175;
250508;0100;10,335;
250508;0200;10,3925;
250508;0300;10,4075;
250508;0400;10,47;
250508;0500;10,55;
250508;0600;10,58;
250508;0700;10,7425;
250508;0800;10,935;
250508;0900;11,3975;
250508;1000;12,295;
250508;1100;12,9025;
250508;1200;13,935;
250508;1300;15,0033;
250508;1400;;
250508;1500;14,3475;
250508;1600;14,1875;
250508;1700;13,525;
250508;1800;13,6625;
250508;1900;13,47;
250508;2000;13,405;
250508;2100;13,405;
250508;2200;13,255;
250508;2300;13,6625;
250509;0000;13,5575;
250509;0100;13,2625;
250509;0200;13,4425;
250509;0300;13,83;
250509;0400;13,5825;
250509;0500;13,385;
250509;0600;13,4275;
250509;0700;13,385;
250509;0800;13,4325;
250509;0900;13,5725;
250509;1000;14,14;
250509;1100;15,51;
250509;1200;16,02;
250509;1300;16,1667;
250509;1400;;
250509;1500;;
250509;1600;;
250509;1700;14,79;
250509;1800;13,3325;
250509;1900;12,4925;
250509;2000;11,9775;
250509;2100;11,505;
250509;2200;11;
250509;2300;10,6025;
250510;0000;10,3575;
250510;0100;10,3575;
250510;0200;10,15;
250510;0300;10,07;
250510;0400;9,7775;
250510;0500;9,2375;
250510;0600;8,80251;
250510;0700;8,8125;
250510;0800;9,36;
250510;0900;11,01;
250510;1000;12,595;
250510;1100;15,345;
250510;1200;19,715;
250510;1300;21,9375;
250510;1400;22,9425;
250510;1500;22,605;
250510;1600;20,915;
250510;1700;17,9;
250510;1800;15,1675;
250510;1900;14,1025;
250510;2000;13,445;
250510;2100;12,79;
250510;2200;12,7125;
250510;2300;12,855;
250511;0000;12,5025;
250511;0100;11,485;
250511;0200;10,3775;
