FECHA (YYMMDD);HORA (HHMM);Temperatura (°C);
250630;0200;1,73125;
250630;0300;1,19975;
250630;0400;1,31425;
250630;0500;0,54475;
250630;0600;0,35625;
250630;0700;0,13625;
250630;0800;0,0767499;
250630;0900;1,53925;
250630;1000;4,026;
250630;1100;5,7;
250630;1200;6,91725;
250630;1300;8,425;
250630;1400;8,52499;
250630;1500;10,47;
250630;1600;9,2375;
250630;1700;6,86075;
250630;1800;5,84975;
250630;1900;5,55025;
250630;2000;5,159;
250630;2100;4,26025;
250630;2200;4,14375;
250630;2300;4,1865;
250701;0000;3,90525;
250701;0100;3,766;
250701;0200;3,53;
250701;0300;3,52;
250701;0400;3,53175;
250701;0500;3,404;
250701;0600;3,4815;
250701;0700;3,221;
250701;0800;2,89025;
250701;0900;4,4625;
250701;1000;6,476;
250701;1100;8,47224;
250701;1200;9,88;
250701;1300;11,2425;
250701;1400;11,5375;
250701;1500;10,9025;
250701;1600;10,67;
250701;1700;9,0625;
250701;1800;8,1925;
250701;1900;7,26425;
250701;2000;5,8675;
250701;2100;5,01125;
250701;2200;4,6915;
250701;2300;4,271;
250702;0000;3,53625;
250702;0100;3,25325;
250702;0200;3,138;
250702;0300;3,08975;
250702;0400;2,79325;
250702;0500;2,54225;
250702;0600;2,63525;
250702;0700;2,4165;
250702;0800;2,99875;
250702;0900;4,36575;
250702;1000;6,5075;
250702;1100;8,45;
250702;1200;11,155;
250702;1300;13,545;
250702;1400;14,155;
250702;1500;15,5775;
250702;1600;13,68;
250702;1700;10,865;
250702;1800;8,7825;
250702;1900;8,04926;
250702;2000;7,07675;
250702;2100;6,25375;
250702;2200;6,31175;
250702;2300;6,019;
250703;0000;5,56025;
250703;0100;5,17125;
250703;0200;4,56575;
250703;0300;4,209;
250703;0400;3,896;
250703;0500;3,37875;
250703;0600;3,4325;
250703;0700;3,21475;
250703;0800;3,56275;
250703;0900;3,81825;
250703;1000;5,926;
250703;1100;8,3185;
250703;1200;10,995;
250703;1300;12,5225;
250703;1400;14,8675;
250703;1500;14,395;
250703;1600;13,365;
250703;1700;12,195;
250703;1800;10,6425;
250703;1900;9,52251;
250703;2000;8,13451;
250703;2100;7,3665;
250703;2200;6,66425;
250703;2300;6,52575;
250704;0000;6,36575;
250704;0100;5,9135;
250704;0200;5,53975;
250704;0300;5,335;
250704;0400;4,9885;
250704;0500;4,90925;
250704;0600;4,6795;
250704;0700;4,5275;
250704;0800;4,55325;
250704;0900;5,9935;
250704;1000;7,16825;
250704;1100;9,3;
250704;1200;13,1575;
250704;1300;14,6625;
250704;1400;16,1375;
250704;1500;15,6925;
250704;1600;15,225;
250704;1700;13,7975;
250704;1800;11,6625;
250704;1900;9,50751;
250704;2000;8,66499;
250704;2100;7,793;
250704;2200;7,15375;
250704;2300;9,41;
250705;0000;10,2975;
250705;0100;10,5675;
250705;0200;10,7175;
250705;0300;11,0725;
250705;0400;10,975;
250705;0500;11,0725;
250705;0600;11,75;
250705;0700;11,125;
250705;0800;10,715;
250705;0900;9,5;
250705;1000;10,025;
250705;1100;10,34;
250705;1200;10,0375;
250705;1300;12,26;
250705;1400;12,8775;
250705;1500;13,31;
250705;1600;13,6;
250705;1700;13,3425;
250705;1800;12,6075;
250705;1900;12,5;
250705;2000;12,6625;
250705;2100;12,4475;
250705;2200;11,9825;
250705;2300;12,3875;
250706;0000;12,59;
250706;0100;13,3375;
250706;0200;13,0675;
250706;0300;13,015;
250706;0400;13,02;
250706;0500;12,8425;
250706;0600;12,7075;
250706;0700;12,175;
250706;0800;12,8875;
250706;0900;13,0475;
250706;1000;13,1725;
250706;1100;13,4;
250706;1200;13,325;
250706;1300;13,495;
250706;1400;13,475;
250706;1500;13,4875;
250706;1600;13,2225;
250706;1700;12,765;
250706;1800;12,33;
250706;1900;12,1025;
250706;2000;12,0675;
250706;2100;12,195;
250706;2200;12,085;
250706;2300;11,9725;
250707;0000;11,9375;
250707;0100;11,9525;
250707;0200;12,0575;
250707;0300;11,9525;
250707;0400;11,79;
250707;0500;11,66;
250707;0600;11,695;
250707;0700;11,545;
250707;0800;11,7025;
250707;0900;11,84;
250707;1000;12,175;
250707;1100;12,43;
250707;1200;13,21;
250707;1300;13,7475;
250707;1400;12,97;
250707;1500;13,46;
250707;1600;12,55;
250707;1700;12,1825;
250707;1800;11,325;
250707;1900;11,13;
250707;2000;10,5875;
250707;2100;10,0975;
250707;2200;9,51752;
250707;2300;9,80251;
250708;0000;10,445;
250708;0100;10,0375;
250708;0200;10,2325;
250708;0300;10,185;
250708;0400;10,22;
250708;0500;9,9425;
250708;0600;8,8925;
250708;0700;8,1925;
250708;0800;8,0925;
250708;0900;8,44501;
250708;1000;9,8875;
250708;1100;12,43;
250708;1200;13,49;
250708;1300;14,6225;
250708;1400;16,2225;
250708;1500;16,4875;
250708;1600;15,2075;
250708;1700;13,255;
250708;1800;11,5175;
250708;1900;10,5775;
250708;2000;10,3275;
250708;2100;9,1125;
250708;2200;7,37375;
250708;2300;6,629;
250709;0000;5,7115;
250709;0100;5,241;
250709;0200;4,618;
250709;0300;4,2865;
250709;0400;3,83925;
250709;0500;3,66275;
250709;0600;3,33525;
250709;0700;2,872;
250709;0800;2,81;
250709;0900;3,3595;
250709;1000;4,13325;
250709;1100;7,43475;
250709;1200;10,12;
250709;1300;11,49;
250709;1400;12,895;
250709;1500;13,955;
250709;1600;13,8025;
250709;1700;10,5075;
250709;1800;10,025;
250709;1900;8,5265;
250709;2000;7,16725;
250709;2100;6,352;
250709;2200;5,71475;
250709;2300;5,1655;
250710;0000;4,382;
250710;0100;3,81025;
250710;0200;3,2195;
250710;0300;3,12325;
250710;0400;2,9195;
250710;0500;2,56175;
250710;0600;2,07725;
250710;0700;1,48;
250710;0800;1,621;
250710;0900;1,995;
250710;1000;3,29025;
250710;1100;6,342;
250710;1200;10,1475;
250710;1300;12,03;
250710;1400;13,65;
250710;1500;14,68;
250710;1600;13,8525;
250710;1700;10,4075;
250710;1800;9,66251;
250710;1900;8,785;
250710;2000;7,727;
250710;2100;6,9075;
250710;2200;6,022;
250710;2300;5,47825;
250711;0000;4,98;
250711;0100;4,655;
250711;0200;4,256;
250711;0300;4,11625;
250711;0400;3,652;
250711;0500;3,6095;
250711;0600;3,5685;
250711;0700;3,41675;
250711;0800;3,274;
250711;0900;4,1145;
250711;1000;6,4375;
250711;1100;8,819;
250711;1200;12,5825;
250711;1300;14,345;
250711;1400;16,49;
250711;1500;16,3575;
250711;1600;15,6875;
250711;1700;13,715;
250711;1800;12,0475;
250711;1900;11,3025;
250711;2000;10,16;
250711;2100;8,9825;
250711;2200;7,72625;
250711;2300;6,763;
250712;0000;6,26625;
250712;0100;6,52975;
250712;0200;6,76675;
250712;0300;7,23775;
250712;0400;7,78325;
250712;0500;7,7765;
250712;0600;7,77575;
250712;0700;7,88925;
250712;0800;7,8845;
250712;0900;8,3175;
250712;1000;8,8925;
250712;1100;10,035;
250712;1200;11,475;
250712;1300;12,4575;
250712;1400;14,165;
250712;1500;15,39;
250712;1600;15,9275;
250712;1700;12,2825;
250712;1800;10,15;
250712;1900;8,89999;
250712;2000;8,16425;
250712;2100;7,75225;
250712;2200;8,50999;
250712;2300;8,74001;
250713;0000;8,8575;
250713;0100;8,8;
250713;0200;8,6375;
250713;0300;8,4375;
250713;0400;8,315;
250713;0500;8,21249;
250713;0600;8,09251;
250713;0700;8,1225;
250713;0800;8,0975;
250713;0900;8,255;
250713;1000;8,69749;
250713;1100;9,10249;
250713;1200;9,075;
250713;1300;9,83;
250713;1400;10,4;
250713;1500;11,39;
250713;1600;11,9625;
250713;1700;9,33501;
250713;1800;7,97275;
250713;1900;9,21249;
250713;2000;9,36;
250713;2100;9,38;
250713;2200;9,2;
250713;2300;8,7925;
250714;0000;8,5675;
250714;0100;8,36;
250714;0200;8,1675;
250714;0300;7,9965;
250714;0400;7,774;
250714;0500;7,58175;
250714;0600;7,58275;
250714;0700;7,59475;
250714;0800;7,7525;
250714;0900;8,21451;
250714;1000;9,3425;
250714;1100;10,63;
250714;1200;11,0725;
250714;1300;12;
250714;1400;12,885;
250714;1500;12,2225;
250714;1600;12,02;
250714;1700;11,1775;
250714;1800;10,6325;
250714;1900;10,1925;
250714;2000;9,705;
250714;2100;10,2325;
250714;2200;9,55251;
250714;2300;9,9025;
250715;0000;10,0375;
250715;0100;9,755;
250715;0200;10,0425;
250715;0300;9,80501;
250715;0400;9,10249;
250715;0500;9,43001;
250715;0600;9,4975;
250715;0700;9,645;
250715;0800;9,94;
250715;0900;10,54;
250715;1000;10,925;
250715;1100;11,7725;
250715;1200;12,205;
250715;1300;12,9325;
250715;1400;13,345;
250715;1500;13,26;
250715;1600;13,2775;
250715;1700;11,97;
250715;1800;10,135;
250715;1900;8,7975;
250715;2000;7,75425;
250715;2100;6,8635;
250715;2200;6,435;
250715;2300;5,71775;
250716;0000;5,53375;
250716;0100;5,13325;
250716;0200;4,451;
250716;0300;4,00725;
250716;0400;4,07975;
250716;0500;3,26775;
250716;0600;2,62275;
250716;0700;2,72275;
250716;0800;2,1695;
250716;0900;2,87175;
250716;1000;5,35625;
250716;1100;7,88975;
250716;1200;10,82;
250716;1300;13,825;
250716;1400;15,07;
250716;1500;15,765;
250716;1600;13,565;
250716;1700;11,735;
250716;1800;11,48;
250716;1900;10,205;
250716;2000;8,498;
250716;2100;7,439;
250716;2200;7,20425;
250716;2300;6,56175;
250717;0000;6,08075;
250717;0100;5,625;
250717;0200;4,94325;
250717;0300;4,69625;
250717;0400;4,3625;
250717;0500;4,0255;
250717;0600;4,14275;
250717;0700;3,846;
250717;0800;3,7795;
250717;0900;5,968;
250717;1000;8,2505;
250717;1100;10,7575;
250717;1200;13,1475;
250717;1300;15,335;
250717;1400;16,245;
250717;1500;16,635;
250717;1600;16,77;
250717;1700;14,2825;
250717;1800;10,935;
250717;1900;9,99751;
250717;2000;9,14;
250717;2100;8,218;
250717;2200;7,37225;
250717;2300;6,5355;
250718;0000;5,79;
250718;0100;5,18625;
250718;0200;4,748;
250718;0300;4,413;
250718;0400;5,329;
250718;0500;6,992;
250718;0600;8,69501;
250718;0700;9,315;
250718;0800;9,36751;
250718;0900;9,7325;
250718;1000;11,6175;
250718;1100;13,7525;
250718;1200;14,8425;
250718;1300;15,4725;
250718;1400;15,7475;
250718;1500;16,0425;
250718;1600;15,1075;
250718;1700;12,9375;
250718;1800;11,9275;
250718;1900;11,7375;
250718;2000;11,855;
250718;2100;11,1625;
250718;2200;9,53;
250718;2300;8,545;
250719;0000;7,8795;
250719;0100;7,4685;
250719;0200;7,2965;
250719;0300;6,95225;
250719;0400;6,7565;
250719;0500;6,43525;
250719;0600;6,5405;
250719;0700;6,32775;
250719;0800;6,02375;
250719;0900;6,43825;
250719;1000;7,6275;
250719;1100;8,97749;
250719;1200;11,1075;
250719;1300;13,83;
250719;1400;15,165;
250719;1500;16,6375;
250719;1600;16,2025;
250719;1700;14,14;
250719;1800;12,715;
250719;1900;11,785;
250719;2000;10,905;
250719;2100;10,125;
250719;2200;9,73;
250719;2300;8,88;
250720;0000;8,60001;
250720;0100;8,12325;
250720;0200;8,3;
250720;0300;8,01575;
250720;0400;8,105;
250720;0500;8,11501;
250720;0600;8,2225;
250720;0700;7,945;
250720;0800;7,63775;
250720;0900;7,85125;
250720;1000;9,38251;
250720;1100;11,0125;
250720;1200;13,0925;
250720;1300;13,5275;
250720;1400;15,125;
250720;1500;15,135;
250720;1600;13,485;
250720;1700;13,465;
250720;1800;11,3575;
250720;1900;10,2075;
250720;2000;9,345;
250720;2100;9,2025;
250720;2200;9,1525;
250720;2300;9;
250721;0000;8,705;
250721;0100;9,05;
250721;0200;9,3425;
250721;0300;9,86;
250721;0400;10,0675;
250721;0500;10;
250721;0600;10,185;
250721;0700;10,095;
250721;0800;10,01;
250721;0900;10,155;
250721;1000;10,2925;
250721;1100;10,6375;
250721;1200;10,99;
250721;1300;11,0575;
250721;1400;11,3025;
250721;1500;11,42;
250721;1600;11,53;
250721;1700;11,4;
250721;1800;11,305;
250721;1900;11,355;
250721;2000;11,4275;
250721;2100;11,49;
250721;2200;11,475;
250721;2300;10,905;
250722;0000;10,575;
250722;0100;10,24;
250722;0200;10,12;
250722;0300;9,9175;
250722;0400;9,42;
250722;0500;8,795;
250722;0600;8,38499;
250722;0700;8,08475;
250722;0800;8,1965;
250722;0900;8,985;
250722;1000;9,30501;
250722;1100;10,7375;
250722;1200;12,55;
250722;1300;14,0025;
250722;1400;15,7575;
250722;1500;16,7075;
250722;1600;16,0975;
250722;1700;14,695;
250722;1800;11,9925;
250722;1900;10,7425;
250722;2000;9,72749;
250722;2100;8,705;
250722;2200;7,89825;
250722;2300;7,4355;
250723;0000;7,09375;
250723;0100;7,052;
250723;0200;6,518;
250723;0300;6,4015;
250723;0400;6,0955;
250723;0500;5,974;
250723;0600;5,97125;
250723;0700;5,69775;
250723;0800;5,511;
250723;0900;5,68125;
250723;1000;6,58375;
250723;1100;9,2675;
250723;1200;10,765;
250723;1300;12,0575;
250723;1400;12,79;
250723;1500;12,4625;
250723;1600;11,745;
250723;1700;10,5675;
250723;1800;10,19;
250723;1900;10,1425;
250723;2000;9,59;
250723;2100;9,37;
250723;2200;9,2;
250723;2300;9,4975;
250724;0000;9,5775;
250724;0100;9,1225;
250724;0200;8,19376;
250724;0300;6,9505;
250724;0400;6,8695;
250724;0500;6,97425;
250724;0600;8,18076;
250724;0700;8,97;
250724;0800;9,505;
250724;0900;10,1075;
250724;1000;10,3525;
250724;1100;9,6225;
250724;1200;10,365;
250724;1300;10,365;
250724;1400;10,3275;
250724;1500;10,4275;
250724;1600;10,9375;
250724;1700;11,3225;
250724;1800;11,13;
250724;1900;11,6375;
250724;2000;12,1375;
250724;2100;12,2725;
250724;2200;12,2975;
250724;2300;12,1125;
250725;0000;11,9875;
250725;0100;12,085;
250725;0200;12,2025;
250725;0300;12,115;
250725;0400;12,235;
250725;0500;11,8725;
250725;0600;11,985;
250725;0700;11,805;
250725;0800;11,79;
250725;0900;12,03;
250725;1000;12,255;
250725;1100;12,5825;
250725;1200;12,7925;
250725;1300;12,175;
250725;1400;12,5175;
250725;1500;12,5475;
250725;1600;12,3875;
250725;1700;11,905;
250725;1800;11,62;
250725;1900;11,4525;
250725;2000;11,0025;
250725;2100;11,025;
250725;2200;11,005;
250725;2300;10,9925;
250726;0000;10,83;
250726;0100;10,5375;
250726;0200;10,315;
250726;0300;10,0975;
250726;0400;10,0675;
250726;0500;9,9725;
250726;0600;9,9425;
250726;0700;9,9975;
250726;0800;10,035;
250726;0900;10,315;
250726;1000;10,8725;
250726;1100;12,03;
250726;1200;12,395;
250726;1300;12,98;
250726;1400;12,5325;
250726;1500;12,29;
250726;1600;11,9675;
250726;1700;11,69;
250726;1800;11,1725;
250726;1900;11,1175;
250726;2000;11,2225;
250726;2100;11,19;
250726;2200;11,2475;
250726;2300;11,2125;
250727;0000;11,165;
250727;0100;11,0825;
250727;0200;10,9025;
250727;0300;11,05;
250727;0400;10,9125;
250727;0500;10,86;
250727;0600;11,005;
250727;0700;11,055;
250727;0800;11,075;
250727;0900;11,5575;
250727;1000;11,9525;
250727;1100;12,13;
250727;1200;12,5325;
250727;1300;12,565;
250727;1400;12,72;
250727;1500;12,935;
250727;1600;12,8675;
250727;1700;12,5475;
250727;1800;12,1975;
250727;1900;12,24;
250727;2000;12,1875;
250727;2100;12,045;
250727;2200;11,6475;
250727;2300;11,61;
250728;0000;11,8625;
250728;0100;12,04;
250728;0200;11,8825;
250728;0300;12,135;
250728;0400;11,875;
250728;0500;11,7;
250728;0600;11,71;
250728;0700;11,8175;
250728;0800;12,3025;
250728;0900;12,8475;
250728;1000;12,48;
250728;1100;12,7625;
250728;1200;12,61;
250728;1300;12,5475;
250728;1400;12,7125;
250728;1500;12,75;
250728;1600;12,51;
250728;1700;12,97;
250728;1800;12,8725;
250728;1900;12,56;
250728;2000;11,965;
250728;2100;11,6475;
250728;2200;11,5575;
250728;2300;11,56;
250729;0000;11,325;
250729;0100;11,1575;
250729;0200;11,0675;
250729;0300;11,1175;
250729;0400;10,945;
250729;0500;10,765;
250729;0600;10,8;
250729;0700;10,6925;
250729;0800;10,8375;
250729;0900;11,17;
250729;1000;11,915;
250729;1100;12,73;
250729;1200;13,54;
250729;1300;15,0525;
250729;1400;15,89;
250729;1500;15,79;
250729;1600;15,995;
250729;1700;14,6125;
250729;1800;13,7275;
250729;1900;13,74;
250729;2000;13,6475;
250729;2100;13,77;
250729;2200;14,1525;
250729;2300;13,7625;
250730;0000;13,085;
250730;0100;12,97;
250730;0200;13,0625;
250730;0300;13,02;
250730;0400;12,94;
250730;0500;13,525;
250730;0600;13,3175;
250730;0700;12,88;
250730;0800;12,3775;
250730;0900;12,3725;
250730;1000;12,2275;
250730;1100;11,94;
250730;1200;11,865;
250730;1300;12,415;
250730;1400;12,505;
250730;1500;12,1625;
250730;1600;12,17;
250730;1700;12,57;
250730;1800;12,75;
250730;1900;12,82;
250730;2000;12,665;
250730;2100;12,7425;
250730;2200;13,1425;
250730;2300;13,435;
250731;0000;13,055;
250731;0100;12,94;
250731;0200;12,93;
250731;0300;11,9025;
250731;0400;11,68;
250731;0500;11,61;
250731;0600;11,725;
250731;0700;11,955;
250731;0800;12,4925;
250731;0900;13,44;
250731;1000;14,205;
250731;1100;14,605;
250731;1200;15,1325;
250731;1300;14,3775;
250731;1400;14,7;
250731;1500;14,525;
250731;1600;13,9525;
250731;1700;13,385;
250731;1800;13,4025;
250731;1900;13,46;
250731;2000;13,6775;
250731;2100;13,7125;
250731;2200;13,6175;
250731;2300;12,16;
250801;0000;11,17;
250801;0100;12,0125;
250801;0200;12,6325;
250801;0300;12,7475;
250801;0400;12,7725;
250801;0500;12,61;
250801;0600;12,65;
250801;0700;12,7475;
250801;0800;12,4475;
250801;0900;12,625;
250801;1000;12,815;
250801;1100;12,9475;
250801;1200;12,3125;
250801;1300;11,335;
250801;1400;11,3425;
250801;1500;11,4525;
250801;1600;11,3475;
250801;1700;11,12;
250801;1800;10,995;
250801;1900;11,3325;
250801;2000;11,2925;
250801;2100;10,7775;
250801;2200;10,255;
250801;2300;10,005;
250802;0000;9,685;
250802;0100;8,6125;
250802;0200;9,1825;
250802;0300;9,75;
250802;0400;9,24001;
250802;0500;9,0775;
250802;0600;9,125;
250802;0700;8,715;
250802;0800;9,1525;
250802;0900;9,545;
250802;1000;10,09;
250802;1100;10,8725;
250802;1200;11,24;
250802;1300;11,88;
250802;1400;12,29;
250802;1500;11,7025;
250802;1600;11,285;
250802;1700;10,68;
250802;1800;8,815;
250802;1900;8,3125;
250802;2000;7,57875;
250802;2100;7,104;
250802;2200;6,57125;
250802;2300;6,025;
250803;0000;5,39675;
250803;0100;5,04825;
250803;0200;4,7835;
250803;0300;4,27025;
250803;0400;4,08675;
250803;0500;4,2725;
250803;0600;4,73475;
250803;0700;4,93275;
250803;0800;5,171;
250803;0900;5,63225;
250803;1000;6,62675;
250803;1100;7,309;
250803;1200;8,5775;
250803;1300;8,9175;
250803;1400;9,3475;
250803;1500;10,65;
250803;1600;11,1;
250803;1700;10,54;
250803;1800;9,33501;
250803;1900;8,77499;
250803;2000;8,8625;
250803;2100;8,33;
250803;2200;7,90475;
250803;2300;7,0585;
250804;0000;6,71525;
250804;0100;6,73125;
250804;0200;6,62;
250804;0300;6,62925;
250804;0400;6,08125;
250804;0500;5,6715;
250804;0600;5,1685;
250804;0700;5,0595;
250804;0800;5,319;
250804;0900;7,3315;
250804;1000;9,2675;
250804;1100;11,915;
250804;1200;15,25;
250804;1300;16,9125;
250804;1400;18,56;
250804;1500;19,355;
250804;1600;18,07;
250804;1700;13,4425;
250804;1800;11,93;
250804;1900;10,7825;
250804;2000;10,33;
250804;2100;10,0875;
250804;2200;9,65752;
250804;2300;9,15001;
250805;0000;8,5625;
250805;0100;8,0105;
250805;0200;7,747;
250805;0300;7,84375;
250805;0400;7,5655;
250805;0500;7,53075;
250805;0600;7,6395;
250805;0700;7,64075;
250805;0800;7,79925;
250805;0900;9,105;
250805;1000;10,115;
250805;1100;12,88;
250805;1200;14,0075;
250805;1300;15,2275;
250805;1400;15,5275;
250805;1500;15,96;
250805;1600;15,7225;
250805;1700;14,57;
250805;1800;13,025;
250805;1900;12,2375;
250805;2000;12,5675;
250805;2100;12,75;
250805;2200;12,3175;
250805;2300;12,37;
250806;0000;12,2425;
250806;0100;11,9275;
250806;0200;12,01;
250806;0300;12,03;
250806;0400;11,585;
250806;0500;11,8525;
250806;0600;11,88;
250806;0700;11,36;
250806;0800;10,7;
250806;0900;11,0075;
250806;1000;12,84;
250806;1100;13,81;
250806;1200;16,5825;
250806;1300;18,1225;
250806;1400;19,4875;
250806;1500;18,4325;
250806;1600;17,35;
250806;1700;16,5125;
250806;1800;13,9175;
250806;1900;12,7075;
250806;2000;11,5875;
250806;2100;10,3375;
250806;2200;9,58;
250806;2300;9,605;
250807;0000;8,479;
250807;0100;7,457;
250807;0200;7,00025;
250807;0300;6,55175;
250807;0400;6,32075;
250807;0500;6,0115;
250807;0600;5,74375;
250807;0700;5,64825;
250807;0800;6,01925;
250807;0900;7,54125;
250807;1000;9,6525;
250807;1100;12,205;
250807;1200;15,085;
250807;1300;17,39;
250807;1400;19,24;
250807;1500;20,5725;
250807;1600;19,385;
250807;1700;17,265;
250807;1800;12,86;
250807;1900;11,3025;
250807;2000;10,39;
250807;2100;9,6725;
250807;2200;9,2375;
250807;2300;9,0325;
250808;0000;9,02251;
250808;0100;8,58;
250808;0200;8,12825;
250808;0300;7,78475;
250808;0400;7,3215;
250808;0500;6,839;
250808;0600;6,542;
250808;0700;5,877;
250808;0800;6,562;
250808;0900;8,63425;
250808;1000;11,1775;
250808;1100;13,08;
250808;1200;16,365;
250808;1300;18,3275;
250808;1400;20,565;
250808;1500;20,56;
250808;1600;15,0425;
250808;1700;13,78;
250808;1800;12,1;
250808;1900;11,2275;
250808;2000;10,14;
250808;2100;9,92;
250808;2200;9,52499;
250808;2300;9,1225;
250809;0000;8,5925;
250809;0100;8,3875;
250809;0200;9,005;
250809;0300;8,49001;
250809;0400;9,925;
250809;0500;10,025;
250809;0600;10,16;
250809;0700;10,1575;
250809;0800;10,2875;
250809;0900;10,63;
250809;1000;11,0725;
250809;1100;11,33;
250809;1200;11,1425;
250809;1300;11,3725;
250809;1400;11,1075;
250809;1500;11,0425;
250809;1600;11,3375;
250809;1700;11,08;
250809;1800;10,57;
250809;1900;9,2975;
250809;2000;9,36501;
250809;2100;9,175;
250809;2200;8,7675;
250809;2300;8,75999;
250810;0000;8,36;
250810;0100;8,15601;
250810;0200;7,75675;
250810;0300;7,871;
250810;0400;8,047;
250810;0500;8,00775;
250810;0600;7,9075;
250810;0700;7,86925;
250810;0800;8,134;
250810;0900;8,75;
250810;1000;9,895;
250810;1100;11,6775;
250810;1200;12,61;
250810;1300;13,5875;
250810;1400;12,62;
250810;1500;12,63;
250810;1600;12,445;
250810;1700;12,2575;
250810;1800;11,4625;
250810;1900;11,7225;
250810;2000;11,69;
250810;2100;11,665;
250810;2200;11,41;
250810;2300;11,44;
250811;0000;11,1125;
250811;0100;11,3875;
250811;0200;11,0725;
250811;0300;11,2275;
250811;0400;10,925;
250811;0500;10,92;
250811;0600;10,925;
250811;0700;10,9625;
250811;0800;11,1475;
250811;0900;12,3675;
250811;1000;14,0075;
250811;1100;14,7575;
250811;1200;14,4467;
250811;1300;;
250811;1400;14,3225;
250811;1500;14,365;
250811;1600;14,3525;
250811;1700;13,725;
250811;1800;12,7225;
250811;1900;12,3275;
250811;2000;12,23;
250811;2100;12,1075;
250811;2200;11,9625;
250811;2300;11,9575;
250812;0000;11,9575;
250812;0100;12,1075;
250812;0200;12,1175;
250812;0300;12,145;
250812;0400;12,23;
250812;0500;12,655;
250812;0600;12,6525;
250812;0700;11,685;
250812;0800;11,6175;
250812;0900;12,37;
250812;1000;13,1075;
250812;1100;14,755;
250812;1200;15,275;
250812;1300;16,14;
250812;1400;16,47;
250812;1500;17,02;
250812;1600;14,735;
250812;1700;14,105;
250812;1800;13,395;
250812;1900;12,185;
250812;2000;11,4825;
250812;2100;11,035;
250812;2200;10,975;
250812;2300;10,515;
250813;0000;10,11;
250813;0100;9,9375;
250813;0200;9,05;
250813;0300;8,30249;
250813;0400;7,7005;
250813;0500;7,46075;
250813;0600;6,9625;
250813;0700;6,555;
250813;0800;6,56875;
250813;0900;8,02425;
250813;1000;10,0725;
250813;1100;12,2225;
250813;1200;13,6925;
250813;1300;15,6475;
250813;1400;17,0175;
250813;1500;18,3367;
250813;1600;18,0725;
250813;1700;16,575;
250813;1800;12,2325;
250813;1900;10,92;
250813;2000;10,675;
250813;2100;10,8;
250813;2200;10,3575;
250813;2300;9,91251;
250814;0000;9,4825;
250814;0100;9,07001;
250814;0200;8,67;
250814;0300;8,50999;
250814;0400;8,28;
250814;0500;7,83825;
250814;0600;7,38025;
250814;0700;7,255;
250814;0800;8,03226;
250814;0900;10,17;
250814;1000;12,6125;
250814;1100;14,44;
250814;1200;16,9675;
250814;1300;19,365;
250814;1400;20,205;
250814;1500;15,97;
250814;1600;12,92;
250814;1700;12,3775;
250814;1800;12,575;
250814;1900;12,435;
250814;2000;12,1625;
250814;2100;12,1025;
250814;2200;12,16;
250814;2300;12,12;
250815;0000;12,145;
250815;0100;12,0475;
250815;0200;12,0425;
250815;0300;12,095;
250815;0400;12,1025;
250815;0500;12,0275;
250815;0600;11,8175;
250815;0700;12,175;
250815;0800;12,94;
250815;0900;13,6075;
250815;1000;14,775;
250815;1100;14,71;
250815;1200;12,105;
250815;1300;12,98;
250815;1400;13,45;
250815;1500;14,44;
250815;1600;14,1075;
250815;1700;14,33;
250815;1800;13,04;
250815;1900;12,625;
250815;2000;12,025;
250815;2100;11,0025;
250815;2200;10,7275;
250815;2300;11,2125;
250816;0000;11,125;
250816;0100;10,9675;
250816;0200;11,07;
250816;0300;10,9;
250816;0400;10,9175;
250816;0500;11,045;
250816;0600;11,28;
250816;0700;11,7525;
250816;0800;11,4425;
250816;0900;13,2625;
250816;1000;13,725;
250816;1100;13,945;
250816;1200;14,495;
250816;1300;15,4575;
250816;1400;15,635;
250816;1500;15,3925;
250816;1600;14,27;
250816;1700;13,6475;
250816;1800;12,235;
250816;1900;11,84;
250816;2000;11,3175;
250816;2100;10,975;
250816;2200;10,705;
250816;2300;10,2725;
250817;0000;10,0575;
250817;0100;9,855;
250817;0200;9,47749;
250817;0300;9,2825;
250817;0400;8,9675;
250817;0500;8,69501;
250817;0600;8,61;
250817;0700;8,17101;
250817;0800;8,17751;
250817;0900;9,1725;
250817;1000;11,275;
250817;1100;13,95;
250817;1200;15,095;
250817;1300;15,915;
250817;1400;17,8275;
250817;1500;15,6225;
250817;1600;14,0975;
250817;1700;12,985;
250817;1800;12,7875;
250817;1900;12,3125;
250817;2000;11,44;
250817;2100;10,285;
250817;2200;10,3925;
250817;2300;10,3775;
250818;0000;10,195;
250818;0100;9,66499;
250818;0200;9,72;
250818;0300;9,33501;
250818;0400;8,8925;
250818;0500;8,3;
250818;0600;8,04526;
250818;0700;8,02824;
250818;0800;7,90125;
250818;0900;8,15175;
250818;1000;10,18;
250818;1100;13,0525;
250818;1200;15,0875;
250818;1300;16,585;
250818;1400;16,9625;
250818;1500;16,2925;
250818;1600;16,09;
250818;1700;14,66;
250818;1800;12,66;
250818;1900;11,7675;
250818;2000;11,4275;
250818;2100;11,6875;
250818;2200;11,32;
250818;2300;10,1575;
250819;0000;10,1825;
250819;0100;10,8275;
250819;0200;10,58;
250819;0300;10,3975;
250819;0400;10,3675;
250819;0500;10,46;
250819;0600;10,31;
250819;0700;10,36;
250819;0800;10,8425;
250819;0900;12,105;
