FECHA (YYMMDD);HORA (HHMM);Direccion Viento (grados);
250803;0800;135,413;
250803;0900;138,821;
250803;1000;152,376;
250803;1100;145,592;
250803;1200;163,13;
250803;1300;159,506;
250803;1400;169,707;
250803;1500;173,5;
250803;1600;140,458;
250803;1700;130,377;
250803;1800;154,322;
250803;1900;157,448;
250803;2000;147,324;
250803;2100;158,871;
250803;2200;158,331;
250803;2300;134,083;
250804;0000;146,671;
250804;0100;135,494;
250804;0200;147,354;
250804;0300;144,497;
250804;0400;127,546;
250804;0500;127,145;
250804;0600;122,018;
250804;0700;135,162;
250804;0800;119,839;
250804;0900;148,708;
250804;1000;145,459;
250804;1100;156,337;
250804;1200;133,52;
250804;1300;126,177;
250804;1400;171,294;
250804;1500;144,79;
250804;1600;162,941;
250804;1700;255,485;
250804;1800;50,9748;
250804;1900;304,869;
250804;2000;352,721;
250804;2100;6,53508;
250804;2200;294,587;
250804;2300;53,7547;
250805;0000;139,617;
250805;0100;301,458;
250805;0200;66,7456;
250805;0300;83,9524;
250805;0400;125,801;
250805;0500;127,036;
250805;0600;141,367;
250805;0700;135,504;
250805;0800;134,566;
250805;0900;168,196;
250805;1000;190,191;
250805;1100;229,927;
250805;1200;297,524;
250805;1300;294,592;
250805;1400;309,069;
250805;1500;308,717;
250805;1600;316,925;
250805;1700;326,062;
250805;1800;318,915;
250805;1900;314,429;
250805;2000;322,969;
250805;2100;313,584;
250805;2200;309,77;
250805;2300;320,352;
250806;0000;2,95394;
250806;0100;17,6326;
250806;0200;18,9445;
250806;0300;115,605;
250806;0400;158,468;
250806;0500;160,012;
250806;0600;160,817;
250806;0700;141,72;
250806;0800;110,988;
250806;0900;156,996;
250806;1000;172,962;
250806;1100;181,487;
250806;1200;145,399;
250806;1300;122,296;
250806;1400;156,639;
250806;1500;198,825;
250806;1600;204,297;
250806;1700;137,543;
250806;1800;140,765;
250806;1900;118,316;
250806;2000;108,485;
250806;2100;127,59;
250806;2200;87,0292;
250806;2300;101,04;
250807;0000;150,811;
250807;0100;128,176;
250807;0200;146,785;
250807;0300;154,473;
250807;0400;142,794;
250807;0500;127,392;
250807;0600;131,196;
250807;0700;135,48;
250807;0800;143,559;
250807;0900;152,219;
250807;1000;171,897;
250807;1100;166,934;
250807;1200;152,393;
250807;1300;138,546;
250807;1400;139,791;
250807;1500;127,3;
250807;1600;149,48;
250807;1700;171,484;
250807;1800;285,44;
250807;1900;129,264;
250807;2000;139,912;
250807;2100;129,228;
250807;2200;137,876;
250807;2300;133,73;
250808;0000;133,905;
250808;0100;132,34;
250808;0200;141,223;
250808;0300;125,771;
250808;0400;135,357;
250808;0500;129,236;
250808;0600;132,027;
250808;0700;125,299;
250808;0800;133,284;
250808;0900;137,739;
250808;1000;144,449;
250808;1100;150,272;
250808;1200;158,156;
250808;1300;174,443;
250808;1400;180,529;
250808;1500;297,18;
250808;1600;299,707;
250808;1700;303,812;
250808;1800;304,798;
250808;1900;310,897;
250808;2000;328,193;
250808;2100;320,693;
250808;2200;354,407;
250808;2300;119,903;
250809;0000;354,844;
250809;0100;321,267;
250809;0200;322,389;
250809;0300;282,364;
250809;0400;309,619;
250809;0500;301,266;
250809;0600;324,211;
250809;0700;327,446;
250809;0800;307,895;
250809;0900;300,405;
250809;1000;290,638;
250809;1100;306,04;
250809;1200;305,082;
250809;1300;300,882;
250809;1400;318,622;
250809;1500;320,748;
250809;1600;265,861;
250809;1700;297,016;
250809;1800;313,836;
250809;1900;72,644;
250809;2000;106,896;
250809;2100;137,036;
250809;2200;139,58;
250809;2300;159,534;
250810;0000;93,9635;
250810;0100;155,734;
250810;0200;145,235;
250810;0300;143,701;
250810;0400;156,343;
250810;0500;173,036;
250810;0600;152,439;
250810;0700;122,856;
250810;0800;143,714;
250810;0900;149,908;
250810;1000;145,726;
250810;1100;160,851;
250810;1200;166,836;
250810;1300;209,708;
250810;1400;275,671;
250810;1500;279,693;
250810;1600;297,029;
250810;1700;308,749;
250810;1800;297,796;
250810;1900;325,281;
250810;2000;0;
250810;2100;0;
250810;2200;0;
250810;2300;0;
250811;0000;0;
250811;0100;49,4463;
250811;0200;144,149;
250811;0300;92,0229;
250811;0400;9,80096;
250811;0500;68,8143;
250811;0600;18,2356;
250811;0700;89,8646;
250811;0800;18,8006;
250811;0900;210,171;
250811;1000;211,735;
250811;1100;266,391;
250811;1200;262,742;
250811;1300;275,859;
250811;1400;291,897;
250811;1500;329,52;
250811;1600;327,138;
250811;1700;321,177;
250811;1800;324,75;
250811;1900;318,499;
250811;2000;336,027;
250811;2100;327,631;
250811;2200;321,656;
250811;2300;316,025;
250812;0000;311,306;
250812;0100;309,362;
250812;0200;318,978;
250812;0300;324,19;
250812;0400;333,834;
250812;0500;1,22261;
250812;0600;341,613;
250812;0700;153,122;
250812;0800;111,521;
250812;0900;111,643;
250812;1000;177,493;
250812;1100;154,796;
250812;1200;142,133;
250812;1300;170,863;
250812;1400;182,382;
250812;1500;189,3;
250812;1600;201,88;
250812;1700;137,911;
250812;1800;132,158;
250812;1900;132,809;
250812;2000;134,399;
250812;2100;151,959;
250812;2200;138,642;
250812;2300;146,661;
250813;0000;160,371;
250813;0100;147,847;
250813;0200;142,065;
250813;0300;142,521;
250813;0400;139,144;
250813;0500;154,748;
250813;0600;130,043;
250813;0700;149,751;
250813;0800;129,178;
250813;0900;143,382;
250813;1000;154,166;
250813;1100;170,073;
250813;1200;185,515;
250813;1300;184,487;
250813;1400;186,691;
250813;1500;179,103;
250813;1600;161,584;
250813;1700;140,141;
250813;1800;329,395;
250813;1900;350,003;
250813;2000;138,127;
250813;2100;132,525;
250813;2200;123,521;
250813;2300;126,593;
250814;0000;130,476;
250814;0100;129,205;
250814;0200;123,919;
250814;0300;126,411;
250814;0400;127,157;
250814;0500;123,852;
250814;0600;126,664;
250814;0700;129,017;
250814;0800;119,39;
250814;0900;130,839;
250814;1000;132,801;
250814;1100;167,928;
250814;1200;170,832;
250814;1300;179,26;
250814;1400;252,757;
250814;1500;307,484;
250814;1600;302,62;
250814;1700;306,464;
250814;1800;310,324;
250814;1900;305,552;
250814;2000;308,958;
250814;2100;300,329;
250814;2200;319,656;
250814;2300;313,835;
250815;0000;304,67;
250815;0100;308,658;
250815;0200;319,472;
250815;0300;314,757;
250815;0400;299,342;
250815;0500;7,74698;
250815;0600;151,907;
250815;0700;131,187;
250815;0800;59,5331;
250815;0900;116,788;
250815;1000;109,653;
250815;1100;332,771;
250815;1200;298,895;
250815;1300;333,972;
250815;1400;242,3;
250815;1500;295,531;
250815;1600;320,14;
250815;1700;319,422;
250815;1800;311,314;
250815;1900;316,429;
250815;2000;352,768;
250815;2100;155,08;
250815;2200;160,409;
250815;2300;137,231;
250816;0000;130,579;
250816;0100;165,759;
250816;0200;155,343;
250816;0300;163,482;
250816;0400;176,789;
250816;0500;174,885;
250816;0600;306,147;
250816;0700;341,852;
250816;0800;171,183;
250816;0900;149,783;
250816;1000;254,525;
250816;1100;342,158;
250816;1200;317,091;
250816;1300;303,182;
250816;1400;304,619;
250816;1500;318,179;
250816;1600;313,642;
250816;1700;310,522;
250816;1800;249,334;
250816;1900;84,2325;
250816;2000;168,515;
250816;2100;123,363;
250816;2200;101,527;
250816;2300;155,941;
250817;0000;306,601;
250817;0100;138,987;
250817;0200;149,012;
250817;0300;129,822;
250817;0400;112,198;
250817;0500;143,983;
250817;0600;122,362;
250817;0700;127,799;
250817;0800;145,738;
250817;0900;137,993;
250817;1000;140,165;
250817;1100;150,856;
250817;1200;162,469;
250817;1300;152,598;
250817;1400;292,046;
250817;1500;304,458;
250817;1600;302,273;
250817;1700;300,529;
250817;1800;312,617;
250817;1900;295,914;
250817;2000;10,8518;
250817;2100;282,122;
250817;2200;129,539;
250817;2300;108,177;
250818;0000;162,945;
250818;0100;132,996;
250818;0200;154,26;
250818;0300;112,449;
250818;0400;145,807;
250818;0500;116,221;
250818;0600;137,129;
250818;0700;131,034;
250818;0800;133,785;
250818;0900;144,189;
250818;1000;175,209;
250818;1100;311,086;
250818;1200;285,306;
250818;1300;260,034;
250818;1400;322,286;
250818;1500;324,124;
250818;1600;328,06;
250818;1700;319,06;
250818;1800;306,59;
250818;1900;325,963;
250818;2000;333,405;
250818;2100;319,325;
250818;2200;338,204;
250818;2300;250,813;
250819;0000;358,048;
250819;0100;315,329;
250819;0200;221,05;
250819;0300;145,544;
250819;0400;241,008;
250819;0500;330,871;
250819;0600;273,534;
250819;0700;66,4034;
250819;0800;241,94;
250819;0900;316,017;
250819;1000;322,212;
250819;1100;322,782;
250819;1200;317,928;
250819;1300;324,785;
250819;1400;322,721;
250819;1500;311,116;
250819;1600;305,939;
250819;1700;322,299;
250819;1800;309,188;
250819;1900;310,834;
250819;2000;316,352;
250819;2100;323,737;
250819;2200;317,364;
250819;2300;292,174;
250820;0000;317,413;
250820;0100;284,168;
250820;0200;313,894;
250820;0300;314,47;
250820;0400;308,128;
250820;0500;325,383;
250820;0600;327,386;
250820;0700;314,318;
250820;0800;300,647;
250820;0900;291,863;
250820;1000;270,813;
250820;1100;300,111;
250820;1200;304,081;
250820;1300;242,349;
250820;1400;254,776;
250820;1500;273,064;
250820;1600;275,726;
250820;1700;271,06;
250820;1800;277,624;
250820;1900;292,241;
250820;2000;317,809;
250820;2100;319,054;
250820;2200;324,893;
250820;2300;333,747;
250821;0000;335,171;
250821;0100;334,355;
250821;0200;332,521;
250821;0300;301,676;
250821;0400;305,814;
250821;0500;296,205;
250821;0600;303,481;
250821;0700;315,602;
250821;0800;311,692;
250821;0900;270,126;
250821;1000;295,49;
250821;1100;301,974;
250821;1200;297,204;
250821;1300;301,336;
250821;1400;274,402;
250821;1500;255,595;
250821;1600;252,579;
250821;1700;239,678;
250821;1800;210,979;
250821;1900;318,995;
250821;2000;258,644;
250821;2100;204,407;
250821;2200;86,2939;
250821;2300;197,004;
250822;0000;26,109;
250822;0100;200,224;
250822;0200;342,98;
250822;0300;14,7465;
250822;0400;57,6991;
250822;0500;69,998;
250822;0600;89,046;
250822;0700;78,0946;
250822;0800;209,661;
250822;0900;125,388;
250822;1000;306,43;
250822;1100;310,228;
250822;1200;307,652;
250822;1300;255,069;
250822;1400;260,865;
250822;1500;255,251;
250822;1600;247,896;
250822;1700;216,911;
250822;1800;233,303;
250822;1900;118,343;
250822;2000;216,141;
250822;2100;132,138;
250822;2200;138,706;
250822;2300;149,857;
250823;0000;134,67;
250823;0100;124,95;
250823;0200;133,309;
250823;0300;126,931;
250823;0400;126,943;
250823;0500;117,19;
250823;0600;123,337;
250823;0700;131,248;
250823;0800;158,886;
250823;0900;119,872;
250823;1000;168,91;
250823;1100;203,743;
250823;1200;291,872;
250823;1300;292,99;
250823;1400;278,366;
250823;1500;279,129;
250823;1600;254,451;
250823;1700;254,099;
250823;1800;287,667;
250823;1900;250,028;
250823;2000;266,44;
250823;2100;243,149;
250823;2200;238,799;
250823;2300;95,4987;
250824;0000;23,5421;
250824;0100;97,3292;
250824;0200;137,846;
250824;0300;168,257;
250824;0400;139,856;
250824;0500;162,873;
250824;0600;0;
250824;0700;335,97;
250824;0800;11,0545;
250824;0900;320,072;
250824;1000;302,18;
250824;1100;313,362;
250824;1200;314,085;
250824;1300;321,023;
250824;1400;186,053;
250824;1500;203,912;
250824;1600;206,838;
250824;1700;219,238;
250824;1800;77,0914;
250824;1900;132,82;
250824;2000;91,0233;
250824;2100;128,001;
250824;2200;119,88;
250824;2300;108,735;
250825;0000;107,141;
250825;0100;115,159;
250825;0200;152,84;
250825;0300;153,273;
250825;0400;154,381;
250825;0500;157,679;
250825;0600;147,07;
250825;0700;143,789;
250825;0800;127,681;
250825;0900;143,634;
250825;1000;169,017;
250825;1100;160,826;
250825;1200;170,909;
250825;1300;156,849;
250825;1400;188,179;
250825;1500;201,723;
250825;1600;170,92;
250825;1700;126,601;
250825;1800;117,046;
250825;1900;148,251;
250825;2000;130,4;
250825;2100;141,912;
250825;2200;150,021;
250825;2300;156,816;
250826;0000;145,164;
250826;0100;149,555;
250826;0200;137,081;
250826;0300;124,188;
250826;0400;130,443;
250826;0500;161,063;
250826;0600;145,857;
250826;0700;132,827;
250826;0800;126,974;
250826;0900;134,83;
250826;1000;145,972;
250826;1100;151,4;
250826;1200;160,337;
250826;1300;145,025;
250826;1400;173,586;
250826;1500;180,276;
250826;1600;177,07;
250826;1700;178,243;
250826;1800;36,7622;
250826;1900;137,405;
250826;2000;135,024;
250826;2100;129,186;
250826;2200;123,372;
250826;2300;138,973;
250827;0000;135,671;
250827;0100;132,396;
250827;0200;112,777;
250827;0300;120,673;
250827;0400;145,698;
250827;0500;128,579;
250827;0600;113,048;
250827;0700;132,544;
250827;0800;158,287;
250827;0900;138,093;
250827;1000;145,704;
250827;1100;132,132;
250827;1200;197,198;
250827;1300;306,018;
250827;1400;327,152;
250827;1500;320,755;
250827;1600;309,532;
250827;1700;304,731;
250827;1800;317,83;
250827;1900;318,58;
250827;2000;314,205;
250827;2100;329,076;
250827;2200;330,05;
250827;2300;303,156;
250828;0000;289,611;
250828;0100;290,527;
250828;0200;288,45;
250828;0300;247,477;
250828;0400;215,711;
250828;0500;201,897;
250828;0600;289,8;
250828;0700;18,4312;
250828;0800;139,465;
250828;0900;196,763;
250828;1000;251,591;
250828;1100;288,94;
250828;1200;285,324;
250828;1300;252,39;
250828;1400;258,862;
250828;1500;240,555;
250828;1600;242,251;
250828;1700;245,662;
250828;1800;257,895;
250828;1900;283,154;
250828;2000;270,7;
250828;2100;322,407;
250828;2200;325,061;
250828;2300;328,633;
250829;0000;277,042;
250829;0100;272,166;
250829;0200;0;
250829;0300;110,147;
250829;0400;125,184;
250829;0500;0;
250829;0600;72,897;
250829;0700;122,869;
250829;0800;113,606;
250829;0900;153,265;
250829;1000;201,358;
250829;1100;259,776;
250829;1200;273,921;
250829;1300;291,913;
250829;1400;200,94;
250829;1500;195,765;
250829;1600;220,059;
250829;1700;275,955;
250829;1800;7,4044;
250829;1900;287,669;
250829;2000;199,382;
250829;2100;111,468;
250829;2200;133,639;
250829;2300;110,92;
250830;0000;108,755;
250830;0100;91,2362;
250830;0200;136,739;
250830;0300;115,985;
250830;0400;135,93;
250830;0500;135,003;
250830;0600;140,226;
250830;0700;88,7756;
250830;0800;135,111;
250830;0900;155,816;
250830;1000;156,83;
250830;1100;146,314;
250830;1200;171,532;
250830;1300;169,367;
250830;1400;177,861;
250830;1500;114,418;
250830;1600;118,091;
250830;1700;314,217;
250830;1800;322,881;
250830;1900;336,52;
250830;2000;317,027;
250830;2100;325,388;
250830;2200;324,105;
250830;2300;336,34;
250831;0000;81,309;
250831;0100;123,064;
250831;0200;102,785;
250831;0300;136,417;
250831;0400;4,7827;
250831;0500;327,184;
250831;0600;308,622;
250831;0700;338,345;
250831;0800;308,044;
250831;0900;333,949;
250831;1000;314,894;
250831;1100;308,247;
250831;1200;300,7;
250831;1300;297,735;
250831;1400;324,158;
250831;1500;325,402;
250831;1600;317,467;
250831;1700;298,566;
250831;1800;308,997;
250831;1900;296,422;
250831;2000;313,901;
250831;2100;314,109;
250831;2200;0;
250831;2300;0;
250901;0000;0;
250901;0100;351,775;
250901;0200;349,405;
250901;0300;346,516;
250901;0400;0;
250901;0500;0;
250901;0600;221,751;
250901;0700;237,347;
250901;0800;230,032;
250901;0900;193,395;
250901;1000;228,36;
250901;1100;281,908;
250901;1200;240,346;
250901;1300;222,809;
250901;1400;220,102;
250901;1500;220,373;
250901;1600;250,788;
250901;1700;254,482;
250901;1800;274,569;
250901;1900;286,782;
250901;2000;305,451;
250901;2100;299,574;
250901;2200;323,077;
250901;2300;337,787;
250902;0000;326,509;
250902;0100;330,06;
250902;0200;105,201;
250902;0300;73,8536;
250902;0400;271,705;
250902;0500;339,681;
250902;0600;341,38;
250902;0700;352,86;
250902;0800;262,828;
250902;0900;14,8913;
250902;1000;275,644;
250902;1100;219,662;
250902;1200;234,269;
250902;1300;236,204;
250902;1400;222,313;
250902;1500;235,285;
250902;1600;233,344;
250902;1700;231,592;
250902;1800;253,296;
250902;1900;26,3815;
250902;2000;75,1514;
250902;2100;92,3604;
250902;2200;116,368;
250902;2300;112,371;
250903;0000;144,106;
250903;0100;131,558;
250903;0200;127,57;
250903;0300;131,314;
250903;0400;142,742;
250903;0500;130,955;
250903;0600;107,351;
250903;0700;131,537;
250903;0800;138,047;
250903;0900;153,686;
250903;1000;167,95;
250903;1100;181,631;
250903;1200;170,637;
250903;1300;194,095;
250903;1400;210,034;
250903;1500;205,005;
250903;1600;203,711;
250903;1700;209,634;
250903;1800;201,467;
250903;1900;151,996;
250903;2000;136,129;
250903;2100;122,696;
250903;2200;115,621;
250903;2300;124,605;
250904;0000;131,841;
250904;0100;127,626;
250904;0200;135,729;
250904;0300;136,193;
250904;0400;129,601;
250904;0500;153,286;
250904;0600;122,478;
250904;0700;99,696;
250904;0800;136,902;
250904;0900;170,439;
250904;1000;180,537;
250904;1100;162,525;
250904;1200;167,309;
250904;1300;154,121;
250904;1400;176,821;
250904;1500;199,233;
250904;1600;194,893;
250904;1700;187,375;
250904;1800;145,012;
250904;1900;151,674;
250904;2000;80,1049;
250904;2100;91,1194;
250904;2200;90,2356;
250904;2300;64,8735;
250905;0000;121,134;
250905;0100;130,959;
250905;0200;106,169;
250905;0300;98,6558;
250905;0400;78,527;
250905;0500;76,571;
250905;0600;93,2537;
250905;0700;97,6561;
250905;0800;121,238;
250905;0900;135,974;
250905;1000;173,281;
250905;1100;289,744;
250905;1200;306,87;
250905;1300;311,631;
250905;1400;303,476;
250905;1500;311,358;
250905;1600;313,509;
250905;1700;306,936;
250905;1800;315,751;
250905;1900;325,958;
250905;2000;289,278;
250905;2100;264,013;
250905;2200;265,717;
250905;2300;308,916;
250906;0000;268,904;
250906;0100;310,427;
250906;0200;243,692;
250906;0300;274,022;
250906;0400;251,477;
250906;0500;280,169;
250906;0600;296,904;
250906;0700;302,592;
250906;0800;327,485;
250906;0900;323,157;
250906;1000;315,601;
250906;1100;295,604;
250906;1200;312,85;
250906;1300;310,661;
250906;1400;306,944;
250906;1500;317,945;
250906;1600;320,501;
250906;1700;319,837;
250906;1800;337,918;
250906;1900;358,195;
250906;2000;2,85626;
250906;2100;299,584;
250906;2200;17,1947;
250906;2300;221,872;
250907;0000;254,613;
250907;0100;217,356;
250907;0200;281,597;
250907;0300;211,732;
250907;0400;196,428;
250907;0500;215,014;
250907;0600;234,295;
250907;0700;225,87;
250907;0800;172,542;
250907;0900;173,192;
250907;1000;186,843;
250907;1100;257,484;
250907;1200;308,535;
250907;1300;320,576;
250907;1400;316,894;
250907;1500;287,688;
250907;1600;300,477;
250907;1700;304,203;
250907;1800;309,35;
250907;1900;284,402;
250907;2000;281,169;
250907;2100;347,191;
250907;2200;121,534;
250907;2300;0;
250908;0000;166,686;
250908;0100;167,96;
250908;0200;159,797;
250908;0300;125,335;
250908;0400;147,276;
250908;0500;72,3022;
250908;0600;110,931;
250908;0700;187,878;
250908;0800;187,435;
250908;0900;281,802;
250908;1000;314,879;
250908;1100;318,388;
250908;1200;314,504;
250908;1300;322,543;
250908;1400;320,032;
250908;1500;333,174;
250908;1600;327,6;
250908;1700;332,044;
250908;1800;336,261;
250908;1900;337,686;
250908;2000;333,511;
250908;2100;333,179;
250908;2200;333,445;
250908;2300;331,552;
250909;0000;331,45;
250909;0100;325,703;
250909;0200;324,425;
250909;0300;321,205;
250909;0400;319,7;
250909;0500;316,32;
250909;0600;317,028;
250909;0700;313,731;
250909;0800;312,176;
250909;0900;316,207;
250909;1000;319,51;
250909;1100;319,088;
250909;1200;316,429;
250909;1300;311,827;
250909;1400;309,629;
250909;1500;308,93;
